t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
452, 27.70, 22.30, 0.73, -3.88, 10.30, 0.05, -0.06, 0.00
462, 27.70, 22.30, -2.23, 1.82, 10.51, -0.02, 0.02, 0.03
472, 27.70, 22.30, 1.76, -1.46, 9.98, -0.07, 0.01, -0.09
482, 27.70, 22.30, 0.37, 3.00, 8.88, 0.05, -0.00, 0.03
492, 27.70, 22.30, 0.51, -5.45, 9.73, 0.03, -0.03, -0.02
501, 27.70, 22.30, 0.51, -5.45, 9.73, 0.03, -0.03, -0.02
511, 27.70, 22.30, 2.25, -4.34, 9.21, -0.00, -0.01, 0.05
521, 27.70, 22.30, -0.17, 3.57, 9.36, -0.02, 0.03, -0.06
532, 27.70, 22.30, -0.60, 3.26, 9.11, -0.03, 0.01, -0.05
542, 27.70, 22.30, 2.73, -0.32, 10.09, -0.04, 0.01, -0.06
552, 27.70, 22.30, 0.08, -1.65, 9.50, 0.04, 0.03, 0.09
562, 27.70, 22.30, 0.10, -5.09, 10.71, 0.02, -0.02, -0.08
572, 27.70, 22.30, -0.77, 4.59, 10.51, -0.03, -0.00, 0.05
582, 27.70, 22.30, 0.07, 0.79, 9.76, -0.01, 0.03, -0.00
592, 27.70, 22.30, 2.55, -3.08, 9.20, 0.03, -0.02, 0.01
602, 27.70, 22.30, -0.33, 4.47, 7.98, -0.05, 0.01, -0.02
612, 27.70, 22.30, 2.17, -1.83, 8.69, 0.02, -0.03, -0.00
622, 27.70, 22.30, -1.20, 0.25, 8.43, 0.04, 0.01, 0.06
631, 27.70, 22.30, -1.20, 0.25, 8.43, 0.04, 0.01, 0.06
642, 27.70, 22.30, 2.79, 6.68, 7.65, -0.01, 0.00, 0.03
651, 27.70, 22.30, 2.79, 6.68, 7.65, -0.01, 0.00, 0.03
662, 27.70, 22.30, 1.16, -5.61, 10.28, 0.01, -0.01, 0.05
672, 27.70, 22.30, -0.83, 4.29, 9.87, -0.01, 0.02, -0.07
681, 27.70, 22.30, -0.83, 4.29, 9.87, -0.01, 0.02, -0.07
692, 27.70, 22.30, -1.92, -1.40, 10.23, -0.02, 0.04, 0.02
702, 27.70, 22.30, 2.10, 0.27, 9.30, -0.05, -0.01, -0.12
712, 27.70, 22.30, -0.30, 2.75, 9.21, 0.03, -0.01, 0.09
722, 27.70, 22.30, 0.25, -5.43, 9.63, 0.03, -0.02, -0.04
732, 27.70, 22.30, 0.32, 0.57, 9.15, 0.00, -0.01, 0.03
742, 27.70, 22.30, 0.67, 0.45, 8.03, 0.01, -0.01, -0.03
752, 27.70, 22.30, 2.61, -3.42, 10.16, 0.05, -0.05, 0.01
762, 27.70, 22.30, -0.96, 4.58, 9.64, -0.07, 0.04, -0.03
772, 27.70, 22.30, 2.26, -3.17, 10.66, -0.02, -0.02, -0.03
782, 27.70, 22.30, 0.26, 1.41, 8.65, 0.07, -0.03, 0.05
792, 27.70, 22.30, 0.41, -3.64, 10.74, -0.02, -0.03, -0.03
802, 27.70, 22.30, -1.16, 2.94, 9.63, -0.04, 0.01, 0.04
811, 27.70, 22.30, -1.16, 2.94, 9.63, -0.04, 0.01, 0.04
822, 27.70, 22.30, 2.09, -3.45, 8.11, 0.00, -0.01, 0.06
832, 27.70, 22.30, 1.28, 5.44, 7.98, -0.04, 0.06, -0.04
842, 27.70, 22.30, 1.77, -2.21, 10.78, 0.04, 0.00, 0.05
852, 27.70, 22.30, -0.35, -3.41, 9.75, 0.02, 0.02, 0.05
862, 27.70, 22.30, 2.07, -1.32, 10.39, -0.04, -0.01, -0.13
872, 27.70, 22.30, -0.02, 4.42, 10.55, 0.01, 0.03, 0.07
882, 27.70, 22.30, -0.11, -6.55, 10.75, 0.00, -0.03, -0.01
892, 27.70, 22.30, -0.93, 0.48, 9.76, 0.00, -0.04, -0.01
902, 27.70, 22.30, -1.06, 3.86, 8.96, 0.02, 0.01, -0.03
912, 27.70, 22.30, 2.11, -5.27, 9.34, 0.04, -0.02, 0.05
921, 27.70, 22.30, 2.11, -5.27, 9.34, 0.04, -0.02, 0.05
931, 27.70, 22.30, -1.68, -0.74, 10.34, 0.01, 0.00, -0.02
942, 27.70, 22.30, 0.50, 1.15, 9.57, 0.05, 0.01, 0.07
951, 27.70, 22.30, 0.50, 1.15, 9.57, 0.05, 0.01, 0.07
962, 27.70, 22.30, 0.08, 2.54, 8.57, -0.03, 0.02, 0.06
972, 27.70, 22.30, 1.94, 1.44, 6.97, 0.03, 0.01, -0.05
982, 27.70, 22.30, 1.57, -1.74, 8.90, -0.01, 0.02, 0.05
992, 27.70, 22.30, -0.14, 0.59, 9.15, -0.05, 0.05, -0.04
1002, 27.70, 22.30, 1.34, -2.41, 11.17, 0.06, -0.04, 0.01
1012, 27.70, 22.30, -1.84, 0.38, 10.08, -0.02, 0.00, 0.04
1022, 27.70, 22.30, 1.81, -2.11, 10.11, -0.06, 0.01, -0.09
1032, 27.70, 22.30, 0.30, 3.94, 9.83, 0.06, -0.00, 0.07
1042, 27.70, 22.30, 0.90, -6.67, 9.36, 0.03, -0.04, -0.01
1052, 27.70, 22.30, -0.11, 2.01, 9.43, -0.02, -0.01, 0.00
1062, 27.70, 22.30, -1.18, 4.07, 9.31, 0.00, 0.02, -0.03
1072, 27.70, 22.30, 1.62, -5.77, 10.08, 0.02, -0.03, 0.06
1082, 27.70, 22.30, 0.17, 4.32, 9.09, -0.03, 0.02, -0.07
1092, 27.70, 22.30, 2.77, -0.87, 9.61, 0.01, -0.00, 0.01
1102, 27.70, 22.30, -0.98, -2.14, 9.73, 0.03, -0.00, 0.09
1112, 27.70, 22.30, -1.38, -2.89, 10.49, -0.05, -0.04, -0.12
1122, 27.70, 22.30, 0.55, 6.16, 7.91, -0.01, 0.01, 0.07
1132, 27.70, 22.30, 2.38, -0.77, 7.35, 0.00, 0.04, -0.01
1142, 27.70, 22.30, 2.67, -2.35, 8.48, -0.00, 0.02, 0.02
1152, 27.70, 22.30, 0.46, 2.41, 8.99, -0.03, 0.03, -0.03
1162, 27.70, 22.30, 2.52, -3.03, 10.39, 0.05, -0.02, 0.03
1172, 27.70, 22.30, -2.02, 0.30, 10.72, -0.02, 0.06, 0.04
1182, 27.70, 22.30, 1.54, -5.21, 10.57, -0.05, 0.00, -0.08
1192, 27.70, 22.30, -0.37, 4.14, 9.76, 0.04, -0.03, 0.02
1202, 27.70, 22.30, 0.06, -3.49, 11.37, 0.01, -0.03, -0.00
1211, 27.70, 22.30, 0.06, -3.49, 11.37, 0.01, -0.03, -0.00
1222, 27.70, 22.30, -0.84, 4.30, 8.69, 0.03, 0.01, -0.06
1232, 27.70, 22.30, 1.39, -3.40, 9.03, 0.02, -0.05, 0.05
1242, 27.70, 22.30, -0.27, 1.93, 8.67, -0.05, 0.05, -0.04
1252, 27.70, 22.30, 2.89, 0.35, 9.86, 0.00, 0.00, -0.03
1262, 27.70, 22.30, 1.01, -0.77, 9.45, 0.05, -0.01, 0.10
1272, 27.70, 22.30, 0.48, -4.36, 10.40, -0.02, -0.06, -0.10
1282, 27.70, 22.30, -1.40, 3.82, 10.49, -0.02, 0.02, 0.06
1292, 27.70, 22.30, 0.38, -2.88, 9.08, 0.00, 0.02, -0.01
1302, 27.70, 22.30, 1.79, -2.13, 8.08, 0.01, -0.05, -0.00
1312, 27.70, 22.30, 0.68, 6.20, 7.84, -0.05, 0.03, -0.00
1322, 27.70, 22.30, 1.76, -4.99, 10.57, 0.04, -0.00, 0.06
1332, 27.70, 22.30, -0.68, -0.13, 9.41, 0.00, -0.01, -0.01
1341, 27.70, 22.30, -0.68, -0.13, 9.41, 0.00, -0.01, -0.01
1352, 27.70, 22.30, 0.62, 3.15, 9.89, 0.02, 0.03, 0.05
1362, 27.70, 22.30, -0.12, -4.50, 11.73, 0.03, 0.01, -0.03
1372, 27.70, 22.30, -0.26, -1.55, 10.13, -0.02, -0.03, 0.05
1382, 27.70, 22.30, -0.73, 4.20, 7.82, 0.03, -0.01, -0.08
1392, 27.70, 22.30, 1.27, -3.17, 10.56, 0.02, 0.04, 0.06
1402, 27.70, 22.30, -0.49, -0.71, 8.97, -0.05, 0.05, -0.04
1412, 27.70, 22.30, 2.09, 0.11, 9.54, 0.02, -0.05, -0.06
1422, 27.70, 22.30, 0.04, 1.45, 9.74, 0.05, -0.00, 0.11
1432, 27.70, 22.30, -0.84, -4.78, 10.99, -0.07, 0.01, -0.08
1442, 27.70, 22.30, 1.14, 6.13, 8.02, 0.00, 0.00, 0.02
1452, 27.70, 22.30, 3.39, -0.43, 6.79, 0.02, -0.01, -0.01
1462, 27.70, 22.30, 2.15, -2.81, 8.80, 0.00, -0.01, 0.02
1472, 27.70, 22.30, -0.73, 3.98, 9.41, -0.03, 0.02, -0.04
1482, 27.70, 22.30, 1.80, -5.29, 10.73, 0.05, -0.04, 0.06
1492, 27.70, 22.30, -0.87, 0.67, 9.75, -0.00, 0.00, -0.02
1502, 27.70, 22.30, 1.26, -0.84, 10.54, -0.07, 0.03, -0.08
1512, 27.70, 22.30, -0.00, 0.36, 9.72, 0.03, 0.01, 0.08
1521, 27.70, 22.30, -0.00, 0.36, 9.72, 0.03, 0.01, 0.08
1532, 27.70, 22.30, 0.09, 1.78, 9.24, -0.02, -0.01, 0.06
1542, 27.70, 22.30, -0.91, 1.93, 10.59, -0.01, 0.06, -0.01
1551, 27.70, 22.30, -0.91, 1.93, 10.59, -0.01, 0.06, -0.01
1562, 27.70, 22.30, -0.75, 2.37, 9.01, -0.05, 0.01, -0.03
1572, 27.70, 22.30, 2.75, -0.79, 9.68, 0.04, -0.02, -0.02
1582, 27.70, 22.30, -1.41, -0.60, 9.67, 0.03, 0.04, 0.09
1592, 27.70, 22.30, 0.58, -6.81, 10.13, -0.06, -0.02, -0.07
1601, 27.70, 22.30, 0.58, -6.81, 10.13, -0.06, -0.02, -0.07
1612, 27.70, 22.30, 0.89, 0.83, 7.64, 0.01, 0.07, 0.01
1622, 27.70, 22.30, 2.69, -4.70, 8.50, -0.00, 0.02, 0.04
1632, 27.70, 22.30, 0.67, 4.31, 7.72, -0.01, 0.03, -0.08
1641, 27.70, 22.30, 0.67, 4.31, 7.72, -0.01, 0.03, -0.08
1652, 27.70, 22.30, -2.10, -1.84, 10.53, -0.03, 0.04, 0.02
1662, 27.70, 22.30, 1.48, -1.31, 10.19, -0.06, -0.02, -0.11
1672, 27.70, 22.30, 1.33, 2.36, 9.80, 0.04, -0.03, 0.07
1682, 27.70, 22.30, 2.10, -3.50, 10.17, 0.03, -0.00, -0.05
1692, 27.70, 22.30, -0.31, -0.91, 11.43, -0.01, 0.02, 0.05
1702, 27.70, 22.30, -1.46, 0.48, 9.96, 0.00, -0.01, -0.02
1712, 27.70, 22.30, 1.41, -4.23, 9.90, 0.05, -0.05, -0.00
1722, 27.70, 22.30, -1.97, 1.76, 9.46, -0.05, 0.03, -0.01
1731, 27.70, 22.30, -1.97, 1.76, 9.46, -0.05, 0.03, -0.01
1741, 27.70, 22.30, 1.28, -4.91, 8.98, -0.08, -0.01, -0.10
1752, 27.70, 22.30, 0.07, -5.37, 10.01, -0.00, -0.04, -0.02
1762, 27.70, 22.30, 0.06, 0.60, 9.90, -0.02, 0.01, 0.03
1772, 27.70, 22.30, 0.02, 2.96, 9.05, -0.00, 0.03, -0.04
1782, 27.70, 22.30, 0.94, -4.49, 10.25, 0.01, -0.03, 0.05
1792, 27.70, 22.30, -0.02, 3.81, 8.88, -0.05, 0.02, -0.07
1802, 27.70, 22.30, 2.75, -1.05, 9.84, 0.03, -0.00, 0.01
1812, 27.70, 22.30, 0.53, -1.76, 9.65, 0.02, -0.00, 0.10
1821, 27.70, 22.30, 0.53, -1.76, 9.65, 0.02, -0.00, 0.10
1832, 27.70, 22.30, -0.88, 5.52, 9.99, -0.01, 0.01, 0.07
1841, 27.70, 22.30, -0.88, 5.52, 9.99, -0.01, 0.01, 0.07
1851, 27.70, 22.30, -1.59, 0.22, 8.40, -0.01, 0.02, -0.02
1862, 27.70, 22.30, -0.16, 4.79, 7.91, -0.01, 0.00, -0.02
1872, 27.70, 22.30, 2.63, -2.75, 9.16, 0.05, -0.04, 0.04
1882, 27.70, 22.30, -1.39, -0.15, 8.79, -0.02, 0.01, 0.01
1892, 27.70, 22.30, 2.22, -3.29, 9.32, -0.04, -0.01, -0.08
1902, 27.70, 22.30, 2.49, 4.56, 9.40, 0.04, -0.03, 0.04
1911, 27.70, 22.30, 2.49, 4.56, 9.40, 0.04, -0.03, 0.04
1922, 27.70, 22.30, -0.38, -4.98, 10.82, -0.01, -0.02, 0.04
1932, 27.70, 22.30, -1.51, 3.96, 10.63, 0.03, 0.02, -0.07
1942, 27.70, 22.30, 0.66, -3.23, 11.01, 0.03, -0.02, 0.06
1951, 27.70, 22.30, 0.66, -3.23, 11.01, 0.03, -0.02, 0.06
1961, 27.70, 22.30, -1.83, -0.17, 9.52, -0.04, 0.04, 0.02
1972, 27.70, 22.30, 0.60, 2.47, 8.15, 0.05, 0.02, 0.10
1981, 27.70, 22.30, 0.60, 2.47, 8.15, 0.05, 0.02, 0.10
1991, 27.70, 22.30, 0.58, -5.46, 9.79, 0.02, -0.03, -0.03
2002, 27.70, 22.30, 1.03, -0.04, 9.64, 0.02, 0.01, -0.01
2012, 27.70, 22.30, 2.12, -2.80, 10.53, -0.01, -0.04, -0.00
2022, 27.70, 22.30, -0.70, 4.00, 9.10, -0.07, 0.03, -0.02
2032, 27.70, 22.30, 0.96, -4.25, 9.96, 0.02, -0.02, 0.05
2042, 27.70, 22.30, -1.12, 1.80, 8.47, 0.03, 0.00, 0.02
2052, 27.70, 22.30, 1.40, -1.81, 8.89, -0.06, -0.01, -0.08
2062, 27.70, 22.30, 2.15, 3.25, 7.77, 0.00, 0.04, 0.07
2072, 27.70, 22.30, 2.75, -2.00, 8.37, 0.02, -0.00, -0.04
2082, 27.70, 22.30, 0.21, -2.43, 10.15, 0.00, -0.03, 0.04
2091, 27.70, 22.30, 0.21, -2.43, 10.15, 0.00, -0.03, 0.04
2101, 27.70, 22.30, -0.40, 3.10, 10.57, -0.05, 0.06, -0.04
2111, 27.70, 22.30, 0.99, -3.88, 12.11, 0.05, 0.03, 0.03
2122, 27.70, 22.30, 2.66, 0.69, 9.09, -0.00, -0.03, -0.08
2132, 27.70, 22.30, -0.14, 3.57, 9.02, 0.03, 0.02, 0.11
2142, 27.70, 22.30, -1.06, -8.80, 9.99, -0.03, -0.00, -0.05
2152, 27.70, 22.30, 1.72, 6.40, 7.72, -0.01, -0.01, -0.01
2162, 27.70, 22.30, 2.95, -0.43, 7.52, 0.01, -0.01, 0.00
2172, 27.70, 22.30, 2.60, -2.09, 9.12, -0.01, 0.02, 0.04
2182, 27.70, 22.30, -0.87, 3.45, 10.13, -0.04, 0.03, -0.06
2192, 27.70, 22.30, 1.94, -5.66, 10.58, 0.04, -0.05, 0.03
2202, 27.70, 22.30, -0.61, 2.08, 9.98, -0.00, 0.00, 0.03
2212, 27.70, 22.30, 0.92, -1.02, 10.48, -0.06, 0.02, -0.09
2222, 27.70, 22.30, 0.01, 0.27, 8.66, 0.02, 0.02, 0.07
2232, 27.70, 22.30, 0.52, -3.66, 8.58, 0.03, -0.01, -0.03
2242, 27.70, 22.30, -0.51, 1.64, 9.99, -0.01, 0.02, 0.04
2252, 27.70, 22.30, -0.05, 1.21, 9.20, -0.01, 0.02, -0.03
2262, 27.70, 22.30, 1.89, -2.64, 9.77, 0.06, -0.02, 0.01
2272, 27.70, 22.30, -0.07, 3.53, 9.04, -0.05, 0.03, -0.01
2282, 27.70, 22.30, 2.36, -1.68, 10.03, -0.03, -0.01, -0.04
2292, 27.70, 22.30, -1.09, -0.92, 9.11, 0.08, -0.01, 0.08
2302, 27.70, 22.30, 0.53, -5.07, 9.42, -0.01, -0.03, -0.05
2312, 27.70, 22.30, 1.64, 7.34, 7.67, -0.02, -0.01, 0.01
2322, 27.70, 22.30, 2.33, -0.44, 7.73, 0.01, 0.02, -0.01
2331, 27.70, 22.30, 2.33, -0.44, 7.73, 0.01, 0.02, -0.01
2342, 27.70, 22.30, -0.28, 4.68, 9.76, -0.03, 0.03, -0.07
2352, 27.70, 22.30, 1.77, -2.69, 11.78, 0.01, -0.01, 0.04
2362, 27.70, 22.30, -1.79, -2.01, 10.02, -0.01, 0.02, 0.05
2372, 27.70, 22.30, 1.58, -0.87, 10.09, -0.04, 0.00, -0.12
2382, 27.70, 22.30, -0.50, 4.19, 10.00, -0.00, 0.04, 0.11
2392, 27.70, 22.30, -0.17, -6.05, 10.05, 0.02, 0.01, -0.01
2402, 27.70, 22.30, -0.59, 0.80, 9.35, 0.00, -0.02, 0.01
2412, 27.70, 22.30, 0.31, 2.15, 7.74, -0.00, 0.01, -0.03
2422, 27.70, 22.30, 2.96, -3.35, 9.70, 0.06, -0.03, 0.02
2432, 27.70, 22.30, -1.53, 2.89, 9.78, -0.05, 0.02, -0.03
2441, 27.70, 22.30, -1.53, 2.89, 9.78, -0.05, 0.02, -0.03
2452, 27.70, 22.30, 0.08, 0.60, 9.67, 0.07, -0.04, 0.06
2462, 27.70, 22.30, 0.12, -3.31, 10.88, -0.02, -0.02, -0.03
2472, 27.70, 22.30, -1.46, 1.60, 10.27, -0.02, -0.01, 0.03
2481, 27.70, 22.30, -1.46, 1.60, 10.27, -0.02, -0.01, 0.03
2492, 27.70, 22.30, 1.38, -2.37, 8.61, 0.02, -0.03, 0.06
2501, 27.70, 22.30, 1.38, -2.37, 8.61, 0.02, -0.03, 0.06
2512, 27.70, 22.30, 1.97, -1.75, 9.31, 0.03, -0.01, -0.02
2521, 27.70, 22.30, 1.97, -1.75, 9.31, 0.03, -0.01, -0.02
2532, 27.70, 22.30, 2.36, -1.99, 9.09, -0.05, -0.03, -0.10
2542, 27.70, 22.30, 1.11, 4.17, 9.40, -0.01, 0.02, 0.05
2552, 27.70, 22.30, 1.51, -6.66, 10.62, 0.03, 0.00, -0.00
2562, 27.70, 22.30, 0.56, -0.33, 10.97, 0.00, -0.02, 0.01
2572, 27.70, 22.30, -1.52, 3.66, 10.94, -0.04, 0.06, -0.01
2582, 27.70, 22.30, 0.41, -6.62, 10.74, 0.04, -0.01, 0.05
2592, 27.70, 22.30, -1.62, 1.83, 9.33, 0.00, 0.01, -0.03
2602, 27.70, 22.30, 2.33, 0.28, 9.40, -0.04, 0.00, -0.07
2612, 27.70, 22.30, 0.56, 2.01, 8.70, 0.01, 0.03, 0.07
2622, 27.70, 22.30, -0.22, -5.81, 9.86, 0.02, -0.03, -0.05
2631, 27.70, 22.30, -0.22, -5.81, 9.86, 0.02, -0.03, -0.05
2642, 27.70, 22.30, 0.71, 3.23, 9.50, -0.00, -0.00, -0.05
2651, 27.70, 22.30, 0.71, 3.23, 9.50, -0.00, -0.00, -0.05
2662, 27.70, 22.30, -0.40, 1.17, 9.37, -0.04, 0.01, -0.02
2672, 27.70, 22.30, 2.31, -0.28, 9.73, -0.01, -0.03, -0.07
2682, 27.70, 22.30, -1.00, 0.70, 9.51, 0.05, 0.03, 0.11
2692, 27.70, 22.30, -0.39, -5.36, 10.42, -0.04, 0.00, -0.06
2702, 27.70, 22.30, 0.85, 6.55, 8.24, 0.00, -0.01, -0.00
2712, 27.70, 22.30, 1.82, -0.45, 7.62, 0.01, -0.01, -0.00
2722, 27.70, 22.30, 1.94, -3.59, 9.40, -0.00, -0.02, 0.04
2732, 27.70, 22.30, -0.24, 3.79, 8.64, -0.04, 0.02, -0.06
2742, 27.70, 22.30, 1.67, -3.30, 10.72, 0.03, -0.05, 0.05
2751, 27.70, 22.30, 1.67, -3.30, 10.72, 0.03, -0.05, 0.05
2762, 27.70, 22.30, 1.57, -1.18, 10.65, -0.05, 0.02, -0.09
2772, 27.70, 22.30, 0.60, -0.20, 9.90, 0.02, 0.02, 0.06
2782, 27.70, 22.30, 0.17, -4.48, 10.77, 0.03, -0.06, -0.05
2792, 27.70, 22.30, -1.59, 0.43, 10.41, -0.00, -0.03, 0.05
2802, 27.70, 22.30, -1.01, 2.11, 8.55, -0.01, 0.03, -0.02
2812, 27.70, 22.30, 1.85, -2.56, 9.24, 0.05, -0.02, 0.02
2822, 27.70, 22.30, -0.96, 2.65, 8.49, -0.05, 0.01, -0.02
2832, 27.70, 22.30, 3.51, -0.95, 9.49, -0.00, 0.00, -0.06
2842, 27.70, 22.30, -0.05, 0.67, 9.28, 0.06, 0.03, 0.09
2852, 27.70, 22.30, 0.10, -7.04, 10.61, -0.01, -0.04, -0.04
2862, 27.70, 22.30, 0.30, 6.62, 8.82, -0.02, -0.02, 0.01
2871, 27.70, 22.30, 0.30, 6.62, 8.82, -0.02, -0.02, 0.01
2881, 27.70, 22.30, -2.90, 3.36, 11.13, 0.00, 0.04, -0.03
2892, 27.70, 22.30, -0.19, 5.06, 8.30, -0.03, 0.01, -0.08
2902, 27.70, 22.30, 1.77, -1.69, 11.52, 0.04, -0.03, 0.07
2912, 27.70, 22.30, -1.61, -1.34, 10.44, -0.03, 0.04, 0.05
2921, 27.70, 22.30, -1.61, -1.34, 10.44, -0.03, 0.04, 0.05
2931, 27.70, 22.30, 0.19, -3.06, 9.45, -0.03, -0.04, -0.12
2942, 27.70, 22.30, 0.30, -5.56, 9.72, 0.02, -0.02, -0.02
2952, 27.70, 22.30, -0.61, 0.38, 9.12, -0.00, -0.00, 0.02
2962, 27.70, 22.30, 0.74, 1.50, 8.52, 0.02, 0.00, -0.02
2972, 27.70, 22.30, 2.32, -2.79, 10.49, 0.05, -0.04, 0.01
2982, 27.70, 22.30, -0.19, 4.38, 8.86, -0.07, 0.06, -0.03
2992, 27.70, 22.30, 1.97, -4.71, 10.15, 0.00, -0.01, -0.01
3002, 27.70, 22.30, -1.15, 0.79, 8.58, 0.06, -0.01, 0.06
3011, 27.70, 22.30, -1.15, 0.79, 8.58, 0.06, -0.01, 0.06
3022, 27.70, 22.30, 0.54, 3.08, 8.45, -0.03, 0.04, 0.05
3032, 27.70, 22.30, 2.95, -1.47, 8.01, 0.03, 0.01, -0.03
3041, 27.70, 22.30, 2.95, -1.47, 8.01, 0.03, 0.01, -0.03
3052, 27.70, 22.30, -0.28, 3.43, 10.17, -0.04, 0.05, -0.03
3062, 27.70, 22.30, 1.49, -3.62, 11.47, 0.06, 0.01, 0.04
3072, 27.70, 22.30, -0.40, -1.20, 9.58, -0.02, 0.00, 0.02
3082, 27.70, 22.30, 2.95, -0.03, 9.40, -0.03, -0.03, -0.12
3092, 27.70, 22.30, -0.54, 3.98, 9.71, 0.04, 0.01, 0.09
3102, 27.70, 22.30, -1.11, -9.32, 9.61, 0.01, -0.05, -0.01
3112, 27.70, 22.30, -0.50, 2.27, 9.52, 0.01, -0.06, -0.01
3122, 27.70, 22.30, -0.26, 4.34, 9.79, -0.00, -0.01, -0.01
3132, 27.70, 22.30, 1.55, -5.90, 10.35, 0.02, 0.01, 0.05
3142, 27.70, 22.30, -0.04, 3.74, 9.28, -0.05, 0.03, -0.09
3151, 27.70, 22.30, -0.04, 3.74, 9.28, -0.05, 0.03, -0.09
3161, 27.70, 22.30, 2.39, 1.49, 9.60, -0.04, -0.02, -0.05
3172, 27.70, 22.30, -0.21, -3.30, 9.49, -0.05, 0.02, -0.10
3181, 27.70, 22.30, -0.21, -3.30, 9.49, -0.05, 0.02, -0.10
3191, 27.70, 22.30, -1.09, 1.67, 9.67, -0.01, -0.03, 0.04
3202, 27.70, 22.30, 1.05, -3.12, 10.18, -0.00, 0.01, 0.05
3212, 27.70, 22.30, -0.46, 0.74, 10.54, -0.03, 0.05, -0.02
3222, 27.70, 22.30, 1.41, -4.02, 10.37, 0.06, -0.03, 0.02
3232, 27.70, 22.30, -1.90, 1.54, 10.06, -0.04, 0.01, 0.01
