t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
272, 27.50, 22.50, 3.00, -2.14, 8.73, -0.01, 0.03, 0.01
282, 27.50, 22.50, 1.47, -2.82, 10.42, -0.05, 0.08, 0.03
291, 27.50, 22.50, 1.47, -2.82, 10.42, -0.05, 0.08, 0.03
302, 27.50, 22.50, 1.15, -5.40, 10.87, 0.01, 0.02, 0.04
312, 27.50, 22.50, -1.80, 0.77, 10.79, -0.04, 0.05, -0.05
322, 27.50, 22.50, 0.77, -0.07, 10.47, -0.08, 0.08, -0.07
331, 27.50, 22.50, 0.77, -0.07, 10.47, -0.08, 0.08, -0.07
342, 27.50, 22.50, 0.71, -4.40, 10.51, 0.00, 0.02, -0.07
352, 27.50, 22.50, -1.60, 0.58, 10.49, -0.06, 0.03, 0.05
362, 27.50, 22.50, -1.68, 2.77, 9.08, -0.05, 0.10, -0.03
372, 27.50, 22.50, 0.95, -5.45, 9.43, -0.00, 0.04, -0.00
382, 27.50, 22.50, -1.67, 1.32, 7.92, -0.09, 0.08, -0.04
392, 27.50, 22.50, 1.03, 0.39, 9.27, -0.04, 0.04, -0.06
402, 27.50, 22.50, -0.28, 1.92, 8.94, 0.02, 0.11, 0.10
412, 27.50, 22.50, 0.20, -7.32, 9.93, -0.07, 0.03, -0.05
422, 27.50, 22.50, -0.96, 2.77, 9.98, -0.05, 0.04, -0.02
432, 27.50, 22.50, -0.65, 3.41, 10.17, -0.03, 0.07, -0.01
442, 27.50, 22.50, 1.59, -6.02, 10.49, -0.05, 0.06, 0.04
451, 27.50, 22.50, 1.59, -6.02, 10.49, -0.05, 0.06, 0.04
462, 27.50, 22.50, 1.56, -2.23, 10.12, 0.00, 0.02, 0.05
471, 27.50, 22.50, 1.56, -2.23, 10.12, 0.00, 0.02, 0.05
482, 27.50, 22.50, -0.90, -3.01, 10.40, -0.11, 0.04, -0.11
492, 27.50, 22.50, 0.04, 4.31, 7.49, -0.04, 0.07, 0.05
501, 27.50, 22.50, 0.04, 4.31, 7.49, -0.04, 0.07, 0.05
511, 27.50, 22.50, -0.09, 3.16, 9.11, -0.02, 0.10, -0.06
521, 27.50, 22.50, 1.98, -1.73, 8.66, -0.02, 0.08, 0.03
531, 27.50, 22.50, 0.51, 1.06, 8.09, -0.11, 0.11, -0.03
542, 27.50, 22.50, -2.40, -0.13, 10.59, -0.07, 0.08, 0.01
552, 27.50, 22.50, 1.16, -1.41, 9.61, -0.09, 0.09, -0.09
561, 27.50, 22.50, 1.16, -1.41, 9.61, -0.09, 0.09, -0.09
572, 27.50, 22.50, 0.57, -6.16, 11.31, 0.01, -0.02, -0.02
582, 27.50, 22.50, -1.52, 0.15, 10.68, -0.05, 0.04, -0.00
591, 27.50, 22.50, -1.52, 0.15, 10.68, -0.05, 0.04, -0.00
601, 27.50, 22.50, 0.57, 5.38, 8.70, -0.05, 0.07, -0.05
611, 27.50, 22.50, 1.30, -6.97, 8.97, 0.01, 0.00, 0.04
621, 27.50, 22.50, -1.06, 2.79, 7.97, -0.05, 0.05, -0.05
632, 27.50, 22.50, 1.10, -0.39, 8.24, -0.01, 0.09, 0.09
642, 27.50, 22.50, 0.25, -5.13, 9.73, -0.07, 0.04, -0.10
651, 27.50, 22.50, 0.25, -5.13, 9.73, -0.07, 0.04, -0.10
662, 27.50, 22.50, 0.45, 0.48, 9.92, -0.02, 0.10, -0.02
671, 27.50, 22.50, 0.45, 0.48, 9.92, -0.02, 0.10, -0.02
681, 27.50, 22.50, 2.31, -2.90, 8.77, -0.01, 0.09, -0.01
692, 27.50, 22.50, 1.47, -1.47, 9.07, 0.02, 0.05, 0.02
701, 27.50, 22.50, 1.47, -1.47, 9.07, 0.02, 0.05, 0.02
711, 27.50, 22.50, -2.00, 0.51, 8.78, -0.00, 0.09, 0.08
721, 27.50, 22.50, 0.33, -4.18, 9.15, -0.08, 0.07, -0.07
731, 27.50, 22.50, 0.96, 5.83, 8.51, -0.05, 0.05, 0.00
742, 27.50, 22.50, 0.19, -4.53, 11.30, -0.05, 0.05, 0.03
752, 27.50, 22.50, -0.33, 4.80, 10.75, -0.02, 0.09, -0.06
761, 27.50, 22.50, -0.33, 4.80, 10.75, -0.02, 0.09, -0.06
771, 27.50, 22.50, 0.94, -4.11, 10.61, 0.01, 0.02, 0.07
782, 27.50, 22.50, 0.50, -0.80, 10.08, -0.04, 0.05, -0.07
791, 27.50, 22.50, 0.50, -0.80, 10.08, -0.04, 0.05, -0.07
801, 27.50, 22.50, 0.40, 1.50, 9.79, -0.02, 0.06, 0.06
811, 27.50, 22.50, -0.00, -5.23, 9.89, 0.02, 0.01, -0.06
821, 27.50, 22.50, -2.09, 2.21, 9.77, -0.05, 0.04, 0.04
831, 27.50, 22.50, -1.90, 0.31, 9.47, -0.03, 0.08, -0.02
841, 27.50, 22.50, 1.35, -4.03, 8.66, 0.01, 0.01, -0.02
851, 27.50, 22.50, -0.84, 4.42, 8.08, -0.10, 0.07, -0.00
862, 27.50, 22.50, 0.37, 0.22, 9.34, 0.02, 0.05, 0.06
871, 27.50, 22.50, 0.37, 0.22, 9.34, 0.02, 0.05, 0.06
881, 27.50, 22.50, -0.76, -6.15, 10.29, -0.02, -0.01, -0.04
891, 27.50, 22.50, -0.77, 3.94, 10.33, -0.06, 0.02, 0.01
901, 27.50, 22.50, -0.23, 1.78, 9.90, -0.03, 0.10, -0.04
911, 27.50, 22.50, 2.46, -5.94, 10.11, -0.02, 0.02, 0.04
922, 27.50, 22.50, 0.95, -3.63, 11.32, 0.02, 0.03, 0.07
931, 27.50, 22.50, 0.95, -3.63, 11.32, 0.02, 0.03, 0.07
942, 27.50, 22.50, 0.58, -0.66, 10.29, -0.10, 0.04, -0.13
952, 27.50, 22.50, -0.84, 2.07, 9.98, -0.01, 0.06, 0.06
961, 27.50, 22.50, -0.84, 2.07, 9.98, -0.01, 0.06, 0.06
971, 27.50, 22.50, 2.65, -0.85, 7.21, -0.03, 0.11, -0.01
982, 27.50, 22.50, -0.44, 0.96, 8.58, -0.05, 0.07, -0.03
991, 27.50, 22.50, -0.44, 0.96, 8.58, -0.05, 0.07, -0.03
1001, 27.50, 22.50, 1.48, -3.89, 11.09, 0.02, 0.05, 0.02
1011, 27.50, 22.50, -1.97, 0.47, 10.12, -0.04, 0.09, 0.07
1021, 27.50, 22.50, 0.86, -3.04, 10.41, -0.11, 0.06, -0.10
1031, 27.50, 22.50, 0.47, 3.61, 10.50, -0.03, 0.05, 0.01
1042, 27.50, 22.50, -1.22, 1.81, 10.60, -0.06, 0.06, 0.04
1051, 27.50, 22.50, -1.22, 1.81, 10.60, -0.06, 0.06, 0.04
1061, 27.50, 22.50, -0.85, 3.25, 10.13, -0.05, 0.08, -0.06
1072, 27.50, 22.50, -0.15, 3.94, 8.29, -0.09, 0.06, -0.08
1081, 27.50, 22.50, -0.15, 3.94, 8.29, -0.09, 0.06, -0.08
1091, 27.50, 22.50, 1.42, 0.58, 8.82, -0.08, 0.06, -0.12
1102, 27.50, 22.50, -0.58, -3.66, 9.67, -0.04, -0.01, -0.11
1111, 27.50, 22.50, -0.58, -3.66, 9.67, -0.04, -0.01, -0.11
1121, 27.50, 22.50, -1.71, 2.77, 9.44, -0.04, 0.01, 0.03
1132, 27.50, 22.50, 3.01, -2.28, 8.75, -0.02, 0.02, -0.01
1141, 27.50, 22.50, 3.01, -2.28, 8.75, -0.02, 0.02, -0.01
1151, 27.50, 22.50, -0.37, 5.05, 8.52, -0.11, 0.07, -0.02
1162, 27.50, 22.50, -1.95, 0.28, 9.59, -0.00, 0.04, 0.05
1172, 27.50, 22.50, 1.13, -3.18, 9.32, -0.08, 0.00, -0.09
1182, 27.50, 22.50, 2.04, 5.44, 8.54, -0.05, 0.04, 0.02
1192, 27.50, 22.50, 1.81, -1.53, 9.51, -0.02, 0.07, -0.02
1202, 27.50, 22.50, 1.48, -4.92, 10.50, -0.05, 0.02, 0.04
1211, 27.50, 22.50, 1.48, -4.92, 10.50, -0.05, 0.02, 0.04
1222, 27.50, 22.50, 0.83, -2.84, 11.01, 0.01, 0.04, 0.05
1231, 27.50, 22.50, 0.83, -2.84, 11.01, 0.01, 0.04, 0.05
1241, 27.50, 22.50, -1.09, -3.72, 9.69, 0.01, 0.03, 0.09
1251, 27.50, 22.50, -1.04, -3.13, 9.65, -0.05, -0.04, -0.12
1262, 27.50, 22.50, 0.26, -4.68, 10.76, -0.00, 0.05, -0.02
1271, 27.50, 22.50, 0.26, -4.68, 10.76, -0.00, 0.05, -0.02
1281, 27.50, 22.50, 3.11, -2.28, 8.03, -0.04, 0.02, -0.00
1292, 27.50, 22.50, 1.19, -5.02, 9.53, 0.03, 0.00, 0.02
1301, 27.50, 22.50, 1.19, -5.02, 9.53, 0.03, 0.00, 0.02
1311, 27.50, 22.50, -1.77, 0.50, 9.14, -0.03, 0.03, 0.07
1322, 27.50, 22.50, -0.01, 2.52, 8.16, 0.03, 0.02, 0.04
1331, 27.50, 22.50, -0.01, 2.52, 8.16, 0.03, 0.02, 0.04
1341, 27.50, 22.50, 2.10, -2.11, 10.25, -0.01, 0.08, -0.00
1351, 27.50, 22.50, -0.22, -4.51, 11.64, -0.07, 0.04, 0.04
1361, 27.50, 22.50, -1.37, 2.71, 10.40, -0.02, 0.07, -0.07
1371, 27.50, 22.50, 0.31, -3.09, 10.83, 0.01, 0.05, 0.06
1381, 27.50, 22.50, -2.09, -0.63, 10.11, -0.08, 0.12, 0.02
1391, 27.50, 22.50, 1.60, -0.45, 9.26, -0.08, 0.07, -0.13
1402, 27.50, 22.50, -0.02, -2.38, 10.25, -0.04, 0.04, -0.08
1411, 27.50, 22.50, -0.02, -2.38, 10.25, -0.04, 0.04, -0.08
1421, 27.50, 22.50, -1.42, 1.97, 10.03, -0.05, 0.07, 0.03
1432, 27.50, 22.50, 2.21, -2.68, 7.85, -0.03, 0.05, -0.02
1441, 27.50, 22.50, 2.21, -2.68, 7.85, -0.03, 0.05, -0.02
1451, 27.50, 22.50, -1.40, 4.79, 8.96, -0.11, 0.10, -0.02
1462, 27.50, 22.50, -1.46, -0.63, 9.00, 0.01, 0.06, 0.04
1471, 27.50, 22.50, -1.46, -0.63, 9.00, 0.01, 0.06, 0.04
1481, 27.50, 22.50, -0.09, -4.59, 10.43, -0.05, 0.02, -0.05
1491, 27.50, 22.50, -1.39, 3.28, 10.39, -0.07, 0.04, 0.02
1501, 27.50, 22.50, 0.77, 1.63, 9.36, -0.02, 0.08, -0.04
1511, 27.50, 22.50, 2.04, -5.48, 9.93, -0.03, 0.04, 0.02
1521, 27.50, 22.50, 0.25, 4.76, 8.83, -0.09, 0.08, -0.07
1531, 27.50, 22.50, 1.12, -1.07, 10.19, -0.03, 0.04, 0.00
1541, 27.50, 22.50, -1.41, -3.36, 10.07, 0.01, 0.05, 0.08
1551, 27.50, 22.50, -1.36, -3.96, 10.50, -0.07, 0.01, -0.12
1561, 27.50, 22.50, -0.61, 6.90, 8.84, -0.06, 0.07, 0.05
1571, 27.50, 22.50, 1.11, -2.12, 8.53, -0.03, 0.09, -0.02
1581, 27.50, 22.50, 2.67, -2.18, 8.59, -0.03, 0.07, -0.00
1591, 27.50, 22.50, -0.20, 4.19, 7.90, -0.09, 0.10, -0.03
1601, 27.50, 22.50, 2.15, -2.22, 8.29, 0.01, 0.06, 0.02
1611, 27.50, 22.50, -2.20, -0.40, 8.96, -0.01, 0.09, 0.07
1621, 27.50, 22.50, 0.85, -3.12, 9.18, -0.09, 0.08, -0.08
1631, 27.50, 22.50, 2.01, 5.36, 8.10, -0.03, 0.08, 0.03
1641, 27.50, 22.50, 1.76, -0.84, 9.57, -0.02, 0.09, -0.02
1651, 27.50, 22.50, 1.28, -4.52, 10.32, -0.05, 0.10, 0.04
1661, 27.50, 22.50, 0.13, 4.40, 9.59, -0.05, 0.10, -0.06
1671, 27.50, 22.50, 1.43, -3.18, 11.03, -0.00, 0.03, 0.06
1681, 27.50, 22.50, -2.21, -0.32, 10.63, -0.05, 0.09, 0.03
1691, 27.50, 22.50, 0.81, -0.59, 10.98, -0.08, 0.08, -0.11
1701, 27.50, 22.50, 0.82, 1.55, 10.44, -0.01, 0.08, 0.06
1711, 27.50, 22.50, 1.63, -4.20, 10.56, 0.01, 0.05, -0.05
1721, 27.50, 22.50, -1.36, 0.10, 11.80, -0.04, 0.05, 0.05
1731, 27.50, 22.50, -2.01, 0.21, 10.63, -0.04, 0.07, -0.01
1741, 27.50, 22.50, 0.22, -5.86, 9.98, 0.02, 0.02, -0.01
1751, 27.50, 22.50, -2.18, 2.24, 9.83, -0.07, 0.10, 0.01
1761, 27.50, 22.50, 0.37, -0.86, 10.07, -0.09, 0.07, -0.07
1771, 27.50, 22.50, 0.43, 2.43, 9.04, 0.02, 0.06, 0.05
1781, 27.50, 22.50, -0.52, -6.29, 10.55, -0.01, 0.01, -0.02
1791, 27.50, 22.50, -1.56, 0.43, 10.08, -0.05, 0.03, 0.02
1801, 27.50, 22.50, -2.28, 2.99, 9.03, -0.03, 0.08, -0.03
1811, 27.50, 22.50, 0.89, -7.04, 9.27, 0.00, 0.04, 0.03
1821, 27.50, 22.50, -1.10, 3.30, 8.42, -0.08, 0.07, -0.08
1831, 27.50, 22.50, 0.90, 1.88, 9.49, -0.06, 0.05, -0.06
1841, 27.50, 22.50, -0.13, -1.41, 8.29, 0.01, 0.06, 0.10
1851, 27.50, 22.50, -0.25, -5.19, 9.04, -0.01, 0.01, -0.08
1861, 27.50, 22.50, -1.41, 2.56, 9.16, -0.05, 0.03, 0.04
1871, 27.50, 22.50, -0.06, 2.84, 8.43, -0.04, 0.05, -0.03
1881, 27.50, 22.50, 1.01, -4.82, 9.44, -0.01, 0.02, -0.01
1891, 27.50, 22.50, -0.64, 1.78, 8.45, -0.10, 0.08, -0.05
1901, 27.50, 22.50, 2.12, 1.03, 9.02, -0.04, 0.03, -0.07
1911, 27.50, 22.50, 0.19, 1.28, 8.66, 0.01, 0.05, 0.11
1921, 27.50, 22.50, -0.31, -6.89, 9.68, -0.05, 0.04, -0.05
1931, 27.50, 22.50, -0.86, 3.74, 10.17, -0.05, 0.07, -0.01
1941, 27.50, 22.50, 0.51, 3.27, 9.65, -0.04, 0.09, -0.02
1951, 27.50, 22.50, 1.48, -6.50, 10.25, -0.04, 0.05, 0.02
1961, 27.50, 22.50, 0.00, 4.05, 9.15, -0.08, 0.11, -0.07
1971, 27.50, 22.50, 1.74, -1.08, 10.25, -0.01, 0.05, 0.02
1981, 27.50, 22.50, 0.05, -0.66, 9.64, -0.01, 0.07, 0.07
1991, 27.50, 22.50, -0.37, -3.41, 10.11, -0.08, 0.07, -0.10
2001, 27.50, 22.50, -0.36, 2.62, 9.27, -0.06, 0.08, 0.04
2011, 27.50, 22.50, 1.58, 1.16, 8.46, -0.02, 0.07, -0.05
2021, 27.50, 22.50, 0.87, -2.95, 9.07, -0.04, 0.05, 0.04
2031, 27.50, 22.50, -0.62, 0.76, 8.27, -0.11, 0.09, -0.03
2041, 27.50, 22.50, 1.30, -1.92, 8.10, 0.01, 0.02, -0.01
2051, 27.50, 22.50, -1.43, 2.06, 8.99, -0.04, 0.06, 0.09
2061, 27.50, 22.50, 1.11, -2.15, 8.88, -0.10, 0.06, -0.09
2071, 27.50, 22.50, 2.25, 5.06, 8.55, -0.02, 0.08, 0.02
2081, 27.50, 22.50, 3.15, -2.76, 8.64, -0.00, 0.04, -0.02
2091, 27.50, 22.50, 1.22, -1.69, 10.61, -0.05, 0.01, 0.00
2101, 27.50, 22.50, -1.60, 3.80, 10.59, -0.06, 0.11, -0.01
2111, 27.50, 22.50, 1.69, -5.75, 11.35, 0.01, 0.06, 0.05
2121, 27.50, 22.50, -1.89, 0.93, 10.11, -0.04, 0.06, -0.04
2131, 27.50, 22.50, 0.32, -1.17, 10.28, -0.09, 0.06, -0.09
2141, 27.50, 22.50, -0.46, 1.03, 10.59, 0.00, 0.09, 0.09
2151, 27.50, 22.50, 0.52, -4.02, 12.19, -0.01, 0.03, -0.04
2161, 27.50, 22.50, -1.38, -0.54, 10.78, -0.06, 0.01, 0.05
2171, 27.50, 22.50, -2.53, 2.61, 10.08, -0.03, 0.06, -0.05
2181, 27.50, 22.50, 0.50, -4.54, 9.81, 0.02, 0.06, 0.00
2191, 27.50, 22.50, -0.10, 0.34, 8.28, -0.09, 0.09, -0.02
2201, 27.50, 22.50, 1.53, 0.22, 9.28, -0.04, 0.01, -0.08
2211, 27.50, 22.50, -0.98, 3.28, 8.72, 0.01, 0.07, 0.10
2221, 27.50, 22.50, -1.22, -7.31, 9.77, -0.06, 0.07, -0.06
2231, 27.50, 22.50, -0.55, 3.19, 9.39, -0.06, 0.04, -0.02
2241, 27.50, 22.50, 0.66, 3.69, 8.38, -0.06, 0.05, -0.02
2251, 27.50, 22.50, 1.56, -5.04, 9.96, -0.02, 0.07, 0.04
2261, 27.50, 22.50, 0.47, 4.44, 8.91, -0.08, 0.10, -0.07
2271, 27.50, 22.50, 2.35, -1.30, 9.37, -0.02, 0.02, -0.01
2281, 27.50, 22.50, 0.52, 0.06, 9.83, 0.02, 0.01, 0.06
2291, 27.50, 22.50, -1.37, -3.48, 11.16, -0.07, 0.07, -0.07
2301, 27.50, 22.50, -0.06, 2.02, 11.05, -0.07, 0.07, 0.05
2311, 27.50, 22.50, 1.65, 0.71, 8.95, -0.01, 0.05, -0.07
2321, 27.50, 22.50, 1.28, -3.36, 8.96, -0.03, 0.06, 0.03
2331, 27.50, 22.50, -1.97, 1.48, 9.93, -0.09, 0.13, -0.03
2341, 27.50, 22.50, 2.19, 0.17, 8.88, -0.02, 0.05, -0.02
2351, 27.50, 22.50, -1.30, 0.15, 9.00, -0.02, 0.04, 0.10
2361, 27.50, 22.50, -1.09, -3.41, 10.25, -0.10, 0.07, -0.11
2371, 27.50, 22.50, -0.17, 5.90, 8.78, -0.03, 0.09, 0.02
2381, 27.50, 22.50, 3.45, -1.44, 6.97, -0.01, 0.04, -0.01
2391, 27.50, 22.50, 2.11, -3.22, 8.59, -0.04, 0.00, 0.03
2401, 27.50, 22.50, -0.17, 5.77, 7.53, -0.07, 0.15, -0.01
2411, 27.50, 22.50, 3.32, -3.71, 9.17, 0.00, 0.06, 0.04
2421, 27.50, 22.50, -2.13, 1.09, 8.63, -0.04, 0.03, -0.02
2431, 27.50, 22.50, -0.05, -1.24, 9.52, -0.09, 0.03, -0.09
2441, 27.50, 22.50, 0.87, 2.64, 8.87, -0.03, 0.12, 0.07
2451, 27.50, 22.50, 3.84, -1.52, 9.53, 0.01, 0.05, -0.02
2461, 27.50, 22.50, 1.24, -1.89, 10.36, -0.05, 0.04, 0.06
2471, 27.50, 22.50, -0.60, 3.77, 10.84, -0.03, 0.11, -0.04
2481, 27.50, 22.50, 0.77, -3.16, 11.81, 0.03, 0.08, 0.03
2491, 27.50, 22.50, -0.72, -1.38, 9.55, -0.06, 0.09, -0.00
2501, 27.50, 22.50, 1.71, -0.87, 10.08, -0.08, 0.04, -0.12
2511, 27.50, 22.50, -0.23, 3.19, 10.81, -0.01, 0.13, 0.09
2521, 27.50, 22.50, 0.91, -7.72, 11.68, -0.02, 0.08, -0.04
2531, 27.50, 22.50, -0.23, -0.40, 10.95, -0.05, 0.04, -0.00
2541, 27.50, 22.50, -1.78, 4.29, 10.97, -0.03, 0.11, -0.01
2551, 27.50, 22.50, 0.02, -7.27, 11.64, 0.01, 0.09, 0.04
2561, 27.50, 22.50, -1.17, 1.04, 9.98, -0.07, 0.10, -0.07
2571, 27.50, 22.50, 0.52, -1.08, 10.33, -0.08, 0.06, -0.08
2581, 27.50, 22.50, -0.07, 2.12, 10.16, 0.01, 0.08, 0.08
2591, 27.50, 22.50, -0.58, -4.70, 11.74, -0.02, 0.09, -0.04
2601, 27.50, 22.50, 0.72, -1.98, 10.91, -0.05, 0.07, 0.05
2611, 27.50, 22.50, -1.32, 3.43, 10.03, -0.02, 0.06, -0.07
2621, 27.50, 22.50, -0.25, -3.84, 10.24, -0.00, 0.05, 0.02
2631, 27.50, 22.50, -2.64, -2.24, 9.96, -0.09, 0.11, -0.02
2641, 27.50, 22.50, 1.07, 0.66, 9.53, -0.06, 0.05, -0.11
2651, 27.50, 22.50, -0.82, 3.53, 9.51, -0.00, 0.03, 0.12
2661, 27.50, 22.50, -0.53, -6.07, 9.95, -0.03, 0.04, -0.06
2671, 27.50, 22.50, -0.04, 0.43, 10.14, -0.04, 0.07, -0.00
2681, 27.50, 22.50, -0.52, 1.97, 8.60, -0.03, 0.07, -0.03
2691, 27.50, 22.50, 1.25, -4.26, 9.20, -0.00, -0.01, -0.00
2701, 27.50, 22.50, -2.77, 2.63, 8.89, -0.10, 0.08, -0.03
2711, 27.50, 22.50, 1.54, -2.23, 8.73, -0.04, 0.04, -0.04
2721, 27.50, 22.50, -0.43, 2.57, 8.37, 0.02, 0.02, 0.05
2731, 27.50, 22.50, -1.42, -4.36, 10.07, -0.06, -0.00, -0.06
2741, 27.50, 22.50, -1.03, -0.18, 9.38, -0.07, 0.05, 0.04
2751, 27.50, 22.50, 0.90, 3.59, 8.60, -0.01, 0.08, -0.04
2762, 27.50, 22.50, 0.19, 5.81, 7.99, -0.06, 0.07, -0.04
2771, 27.50, 22.50, 0.19, 5.81, 7.99, -0.06, 0.07, -0.04
2781, 27.50, 22.50, 1.90, -0.25, 9.30, 0.00, 0.05, -0.01
2791, 27.50, 22.50, 1.39, -0.62, 9.27, 0.01, 0.06, 0.09
2801, 27.50, 22.50, 0.07, -3.34, 10.46, -0.07, 0.02, -0.11
2811, 27.50, 22.50, -1.76, 3.65, 10.94, -0.07, 0.06, 0.04
2821, 27.50, 22.50, 0.66, -0.60, 9.65, -0.02, 0.10, -0.02
2831, 27.50, 22.50, 2.15, -2.64, 9.57, -0.04, 0.09, -0.01
2841, 27.50, 22.50, -0.62, 4.72, 8.60, -0.10, 0.10, -0.02
2851, 27.50, 22.50, 1.60, -3.59, 9.47, -0.01, 0.02, 0.03
2861, 27.50, 22.50, -2.12, -1.49, 10.43, -0.01, 0.10, 0.04
2871, 27.50, 22.50, 0.00, -3.08, 9.90, -0.11, 0.05, -0.10
2881, 27.50, 22.50, 0.83, 6.01, 7.43, -0.04, 0.05, 0.03
2891, 27.50, 22.50, 1.08, -0.79, 7.93, -0.03, 0.04, -0.01
2901, 27.50, 22.50, 2.05, -5.36, 8.77, -0.04, 0.08, 0.04
2911, 27.50, 22.50, 0.66, 6.45, 8.20, -0.04, 0.09, -0.07
2921, 27.50, 22.50, 1.70, -1.33, 10.08, 0.02, 0.04, 0.08
2932, 27.50, 22.50, 1.72, -0.24, 8.94, -0.02, 0.07, -0.06
2941, 27.50, 22.50, 1.72, -0.24, 8.94, -0.02, 0.07, -0.06
2951, 27.50, 22.50, 1.19, 3.19, 9.75, 0.00, 0.07, 0.08
2962, 27.50, 22.50, -1.84, 2.93, 10.72, -0.07, 0.06, 0.05
2971, 27.50, 22.50, -1.84, 2.93, 10.72, -0.07, 0.06, 0.05
2981, 27.50, 22.50, -0.82, 0.12, 10.55, -0.03, 0.08, -0.03
2991, 27.50, 22.50, 0.32, -4.54, 10.23, 0.01, 0.01, -0.03
3001, 27.50, 22.50, -0.16, 4.46, 8.70, -0.10, 0.05, -0.02
3012, 27.50, 22.50, -0.35, -0.41, 10.09, 0.00, 0.04, 0.05
3021, 27.50, 22.50, -0.35, -0.41, 10.09, 0.00, 0.04, 0.05
3032, 27.50, 22.50, -0.78, 5.03, 8.73, -0.04, 0.04, 0.01
3041, 27.50, 22.50, -0.78, 5.03, 8.73, -0.04, 0.04, 0.01
3051, 27.50, 22.50, 0.60, 1.03, 8.67, -0.04, 0.06, -0.04
3061, 27.50, 22.50, 3.10, -5.51, 7.96, -0.03, 0.01, 0.04
3071, 27.50, 22.50, -0.31, 4.46, 7.69, -0.09, 0.04, -0.09
3081, 27.50, 22.50, 1.47, -0.40, 9.36, -0.02, 0.04, 0.01
3091, 27.50, 22.50, -0.99, -2.10, 8.79, -0.01, 0.05, 0.08
3101, 27.50, 22.50, 1.79, -1.07, 9.41, -0.08, 0.00, -0.11
3111, 27.50, 22.50, 0.96, 4.29, 8.81, -0.06, 0.04, 0.07
3121, 27.50, 22.50, 3.05, -2.75, 8.99, -0.02, 0.09, -0.03
3131, 27.50, 22.50, 1.74, -2.04, 10.27, -0.02, 0.08, 0.01
3141, 27.50, 22.50, -0.46, 2.29, 10.50, -0.08, 0.08, -0.03
3151, 27.50, 22.50, 1.90, -4.04, 10.48, 0.01, 0.02, 0.01
3161, 27.50, 22.50, -3.28, -0.23, 10.74, -0.03, 0.10, 0.06
3171, 27.50, 22.50, 0.98, -3.28, 10.09, -0.11, 0.08, -0.08
3182, 27.50, 22.50, 0.00, -4.18, 10.84, -0.01, 0.03, -0.00
3192, 27.50, 22.50, -1.79, -2.73, 10.68, -0.05, 0.10, 0.04
3202, 27.50, 22.50, -0.58, 4.83, 9.21, -0.04, 0.11, -0.06
3211, 27.50, 22.50, -0.58, 4.83, 9.21, -0.04, 0.11, -0.06
3221, 27.50, 22.50, 0.82, -4.51, 8.79, 0.01, 0.02, 0.06
3231, 27.50, 22.50, -1.87, 0.97, 8.26, -0.06, 0.12, 0.00
