t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
10771, 11.10, 38.90, -3.04, 3.26, 9.60, -0.06, 0.12, -0.03
10782, 11.10, 38.90, 4.98, -4.12, 8.68, -0.00, 0.02, 0.03
10791, 11.10, 38.90, 4.98, -4.12, 8.68, -0.00, 0.02, 0.03
10802, 11.10, 38.90, -3.52, 5.18, 9.76, -0.03, 0.08, 0.00
10811, 11.10, 38.90, -3.52, 5.18, 9.76, -0.03, 0.08, 0.00
10821, 11.10, 38.90, -0.48, -2.01, 9.00, -0.08, 0.12, -0.09
10831, 11.10, 38.90, 4.03, -6.59, 9.02, -0.07, 0.10, -0.10
10841, 11.10, 38.90, 4.17, -3.45, 9.69, -0.00, 0.01, 0.03
10851, 11.10, 38.90, -0.69, 5.29, 10.42, 0.02, -0.01, 0.11
10861, 11.10, 38.90, -3.85, 4.55, 10.31, -0.05, 0.10, -0.00
10871, 11.10, 38.90, -0.16, -4.79, 10.32, -0.09, 0.11, -0.12
10881, 11.10, 38.90, 4.95, -6.99, 9.32, -0.04, 0.03, -0.06
10891, 11.10, 38.90, 0.77, 2.52, 10.41, -0.00, 0.01, 0.09
10901, 11.10, 38.90, -3.66, 6.91, 10.67, -0.02, 0.02, 0.06
10911, 11.10, 38.90, -2.17, 1.48, 9.76, -0.08, 0.11, -0.07
10922, 11.10, 38.90, 2.18, -2.58, 10.65, -0.00, -0.02, 0.01
10932, 11.10, 38.90, -1.68, 6.22, 10.81, 0.02, -0.01, 0.13
10941, 11.10, 38.90, -1.68, 6.22, 10.81, 0.02, -0.01, 0.13
10952, 11.10, 38.90, 0.30, -5.84, 9.63, -0.08, 0.12, -0.10
10961, 11.10, 38.90, 0.30, -5.84, 9.63, -0.08, 0.12, -0.10
10971, 11.10, 38.90, 3.75, -7.21, 8.78, -0.06, 0.10, -0.09
10981, 11.10, 38.90, 2.32, -2.19, 10.10, 0.01, -0.02, 0.03
10991, 11.10, 38.90, -2.50, 6.05, 11.19, 0.02, -0.00, 0.12
11001, 11.10, 38.90, -3.43, 3.73, 10.03, -0.08, 0.12, -0.05
11011, 11.10, 38.90, 1.22, -6.28, 8.41, -0.08, 0.12, -0.09
11021, 11.10, 38.90, 5.69, -6.87, 8.65, -0.04, 0.05, -0.04
11031, 11.10, 38.90, 1.82, 4.49, 8.70, 0.00, 0.01, 0.10
11041, 11.10, 38.90, -4.23, 5.65, 10.29, -0.03, 0.05, 0.03
11051, 11.10, 38.90, -0.48, -0.89, 8.29, -0.09, 0.13, -0.11
11061, 11.10, 38.90, 3.46, -7.70, 9.06, -0.07, 0.10, -0.08
11072, 11.10, 38.90, -3.43, 6.05, 10.68, 0.02, 0.02, 0.08
11082, 11.10, 38.90, -1.61, 1.90, 8.60, -0.08, 0.14, -0.06
11092, 11.10, 38.90, 2.29, -5.76, 8.49, -0.08, 0.13, -0.09
11101, 11.10, 38.90, 2.29, -5.76, 8.49, -0.08, 0.13, -0.09
11111, 11.10, 38.90, 4.66, -7.34, 9.29, -0.05, 0.03, -0.07
11121, 11.10, 38.90, 1.22, 3.20, 9.92, -0.00, -0.00, 0.09
11131, 11.10, 38.90, -3.93, 5.27, 10.59, -0.03, 0.03, 0.06
11141, 11.10, 38.90, -1.46, 0.91, 9.23, -0.08, 0.12, -0.08
11151, 11.10, 38.90, 3.47, -6.52, 8.14, -0.06, 0.11, -0.08
11161, 11.10, 38.90, 5.90, -5.92, 8.94, -0.03, 0.03, -0.01
11171, 11.10, 38.90, 2.38, 5.73, 9.11, 0.05, -0.01, 0.16
11182, 11.10, 38.90, 0.66, -6.30, 9.78, -0.08, 0.11, -0.08
11191, 11.10, 38.90, 0.66, -6.30, 9.78, -0.08, 0.11, -0.08
11201, 11.10, 38.90, 3.29, -7.75, 9.22, -0.06, 0.08, -0.09
11212, 11.10, 38.90, -3.99, 5.55, 10.05, -0.03, 0.04, 0.05
11221, 11.10, 38.90, -3.99, 5.55, 10.05, -0.03, 0.04, 0.05
11232, 11.10, 38.90, 3.57, -8.32, 8.83, -0.06, 0.11, -0.10
11241, 11.10, 38.90, 3.57, -8.32, 8.83, -0.06, 0.11, -0.10
11251, 11.10, 38.90, 5.64, -6.53, 8.86, -0.02, 0.05, -0.04
11261, 11.10, 38.90, 1.62, 4.79, 8.91, 0.01, 0.01, 0.11
11271, 11.10, 38.90, -4.61, 5.78, 10.58, -0.05, 0.08, 0.02
11281, 11.10, 38.90, -1.71, -0.14, 9.26, -0.10, 0.12, -0.11
11291, 11.10, 38.90, 2.66, -9.05, 9.34, -0.09, 0.10, -0.11
11301, 11.10, 38.90, 4.50, -3.45, 9.20, -0.01, -0.02, 0.01
11311, 11.10, 38.90, -0.13, 4.70, 9.58, 0.02, -0.01, 0.13
11321, 11.10, 38.90, -3.01, 4.37, 9.49, -0.07, 0.09, -0.02
11331, 11.10, 38.90, 0.70, -3.95, 9.82, -0.06, 0.13, -0.07
11341, 11.10, 38.90, 4.54, -6.48, 9.50, -0.07, 0.03, -0.08
11351, 11.10, 38.90, 0.69, 2.97, 10.26, 0.00, 0.01, 0.09
11361, 11.10, 38.90, -4.22, 6.11, 10.55, -0.03, 0.04, 0.06
11372, 11.10, 38.90, 3.36, -7.16, 9.13, -0.07, 0.09, -0.09
11382, 11.10, 38.90, 2.15, -2.32, 10.81, -0.00, -0.02, 0.05
11391, 11.10, 38.90, 2.15, -2.32, 10.81, -0.00, -0.02, 0.05
11401, 11.10, 38.90, -2.08, 5.02, 11.37, 0.04, 0.01, 0.15
11411, 11.10, 38.90, -3.90, 5.85, 10.02, -0.05, 0.12, -0.00
11421, 11.10, 38.90, 0.85, -6.77, 9.17, -0.07, 0.11, -0.10
11431, 11.10, 38.90, 5.69, -5.85, 8.76, -0.06, 0.07, -0.08
11441, 11.10, 38.90, 1.84, 4.17, 9.32, 0.01, -0.02, 0.05
11451, 11.10, 38.90, -4.52, 5.79, 10.55, 0.01, 0.00, 0.09
11461, 11.10, 38.90, -1.55, -0.40, 9.01, -0.08, 0.12, -0.08
11471, 11.10, 38.90, 3.18, -7.83, 9.07, -0.09, 0.12, -0.10
11481, 11.10, 38.90, 4.19, -3.15, 9.48, -0.02, 0.02, -0.01
11491, 11.10, 38.90, -0.23, 6.38, 9.91, 0.03, 0.01, 0.11
11502, 11.10, 38.90, 0.81, -3.17, 9.53, -0.09, 0.12, -0.08
11512, 11.10, 38.90, 4.78, -7.74, 8.20, -0.06, 0.05, -0.07
11522, 11.10, 38.90, 1.47, 1.13, 10.09, -0.00, 0.01, 0.07
11532, 11.10, 38.90, -3.22, 6.41, 10.42, 0.01, 0.02, 0.09
11541, 11.10, 38.90, -3.22, 6.41, 10.42, 0.01, 0.02, 0.09
11551, 11.10, 38.90, -2.60, 2.56, 9.25, -0.05, 0.11, -0.00
11561, 11.10, 38.90, 1.52, -5.96, 8.46, -0.07, 0.12, -0.10
11571, 11.10, 38.90, 5.71, -6.21, 8.74, -0.05, 0.03, -0.06
11581, 11.10, 38.90, 2.35, 5.79, 9.30, -0.00, 0.01, 0.08
11591, 11.10, 38.90, -4.63, 6.13, 10.35, -0.00, 0.02, 0.07
11601, 11.10, 38.90, -0.36, -1.76, 9.33, -0.07, 0.12, -0.06
11611, 11.10, 38.90, 3.30, -7.45, 8.79, -0.07, 0.11, -0.09
11621, 11.10, 38.90, 3.79, -3.00, 10.39, -0.03, 0.04, -0.00
11631, 11.10, 38.90, -0.23, 5.45, 10.24, 0.03, -0.00, 0.13
11641, 11.10, 38.90, -3.19, 4.47, 10.12, -0.05, 0.11, 0.00
11651, 11.10, 38.90, 0.67, -5.95, 9.94, -0.06, 0.11, -0.10
11661, 11.10, 38.90, 4.86, -7.24, 9.29, -0.06, 0.09, -0.09
11672, 11.10, 38.90, -4.11, 5.22, 10.10, -0.04, 0.04, 0.04
11681, 11.10, 38.90, -4.11, 5.22, 10.10, -0.04, 0.04, 0.04
11691, 11.10, 38.90, -1.95, 0.95, 10.00, -0.08, 0.13, -0.05
11701, 11.10, 38.90, 3.20, -8.19, 8.54, -0.06, 0.11, -0.09
11711, 11.10, 38.90, 6.12, -4.97, 8.53, -0.04, 0.05, -0.02
11721, 11.10, 38.90, 1.88, 5.35, 9.10, 0.02, 0.02, 0.10
11731, 11.10, 38.90, -3.70, 5.16, 9.27, -0.04, 0.07, 0.03
11741, 11.10, 38.90, 0.78, -1.93, 8.64, -0.09, 0.13, -0.10
11751, 11.10, 38.90, 4.19, -7.51, 8.16, -0.06, 0.10, -0.09
11762, 11.10, 38.90, -4.35, 5.65, 9.91, -0.00, 0.02, 0.09
11771, 11.10, 38.90, -4.35, 5.65, 9.91, -0.00, 0.02, 0.09
11781, 11.10, 38.90, -1.66, 2.72, 8.99, -0.07, 0.11, -0.02
11792, 11.10, 38.90, 3.85, -2.20, 10.05, -0.05, 0.02, -0.01
11801, 11.10, 38.90, 3.85, -2.20, 10.05, -0.05, 0.02, -0.01
11812, 11.10, 38.90, -3.76, 3.89, 10.23, -0.05, 0.11, 0.00
11822, 11.10, 38.90, 0.52, -5.89, 10.13, -0.08, 0.11, -0.11
11832, 11.10, 38.90, 5.28, -6.53, 9.51, -0.05, 0.07, -0.07
11842, 11.10, 38.90, 1.45, 3.74, 9.52, 0.00, 0.00, 0.05
11852, 11.10, 38.90, -4.65, 5.37, 11.07, 0.01, 0.00, 0.10
11862, 11.10, 38.90, -0.70, 0.14, 8.55, -0.08, 0.13, -0.06
11872, 11.10, 38.90, 2.96, -8.29, 9.24, -0.06, 0.11, -0.10
11882, 11.10, 38.90, 4.58, -3.16, 9.23, -0.04, 0.02, -0.02
11892, 11.10, 38.90, 0.36, 5.18, 9.92, 0.03, -0.00, 0.14
11902, 11.10, 38.90, -3.23, 5.25, 9.71, -0.06, 0.09, 0.01
11912, 11.10, 38.90, 0.36, -4.27, 9.74, -0.07, 0.12, -0.08
11922, 11.10, 38.90, 4.87, -6.94, 8.65, -0.08, 0.09, -0.11
11932, 11.10, 38.90, 1.47, 1.96, 9.78, 0.00, -0.02, 0.05
11942, 11.10, 38.90, -3.69, 5.75, 10.25, 0.02, -0.00, 0.11
11952, 11.10, 38.90, -2.08, 2.43, 9.12, -0.07, 0.10, -0.03
11962, 11.10, 38.90, 2.12, -6.45, 8.73, -0.08, 0.12, -0.09
11972, 11.10, 38.90, 5.81, -4.80, 8.59, -0.07, 0.03, -0.06
11982, 11.10, 38.90, 2.55, 4.63, 9.36, 0.02, 0.01, 0.12
11992, 11.10, 38.90, -4.09, 5.95, 9.98, -0.03, 0.06, 0.05
12002, 11.10, 38.90, 0.93, -1.09, 8.93, -0.07, 0.12, -0.08
12012, 11.10, 38.90, 3.48, -7.67, 8.75, -0.07, 0.12, -0.10
12022, 11.10, 38.90, 3.29, -2.63, 10.39, -0.02, 0.02, -0.00
12032, 11.10, 38.90, -0.87, 5.23, 10.69, 0.03, 0.00, 0.14
12041, 11.10, 38.90, -0.87, 5.23, 10.69, 0.03, 0.00, 0.14
12052, 11.10, 38.90, 0.32, -6.41, 9.78, -0.06, 0.10, -0.09
12062, 11.10, 38.90, 5.34, -7.74, 8.91, -0.07, 0.08, -0.10
12071, 11.10, 38.90, 5.34, -7.74, 8.91, -0.07, 0.08, -0.10
12081, 11.10, 38.90, 2.91, -2.86, 10.65, -0.01, 0.03, 0.01
12091, 11.10, 38.90, -1.38, 4.83, 11.13, 0.03, -0.01, 0.14
12101, 11.10, 38.90, -3.61, 3.85, 10.66, -0.06, 0.13, -0.00
12111, 11.10, 38.90, 0.62, -6.40, 10.00, -0.05, 0.11, -0.09
12121, 11.10, 38.90, 5.57, -6.93, 8.88, -0.07, 0.05, -0.08
12131, 11.10, 38.90, 1.48, 4.22, 9.45, 0.00, 0.00, 0.05
12141, 11.10, 38.90, -4.30, 5.60, 10.77, -0.01, 0.02, 0.06
12151, 11.10, 38.90, -0.74, 0.86, 8.92, -0.07, 0.12, -0.06
12161, 11.10, 38.90, 2.50, -8.54, 9.15, -0.07, 0.09, -0.10
12171, 11.10, 38.90, 4.81, -3.04, 8.97, -0.04, 0.02, -0.00
12181, 11.10, 38.90, -0.13, 4.93, 9.67, 0.03, 0.01, 0.14
12192, 11.10, 38.90, 2.19, -6.51, 8.87, -0.07, 0.11, -0.09
12202, 11.10, 38.90, 5.95, -5.24, 8.54, -0.07, 0.04, -0.04
12212, 11.10, 38.90, 2.55, 4.66, 9.27, 0.02, 0.00, 0.12
12221, 11.10, 38.90, 2.55, 4.66, 9.27, 0.02, 0.00, 0.12
12231, 11.10, 38.90, -3.42, 6.16, 10.69, 0.02, 0.00, 0.11
12241, 11.10, 38.90, -1.88, 1.64, 9.43, -0.07, 0.13, -0.05
12251, 11.10, 38.90, 2.32, -6.63, 8.34, -0.08, 0.11, -0.10
12261, 11.10, 38.90, 5.28, -5.23, 9.14, -0.04, 0.03, -0.03
12271, 11.10, 38.90, 2.36, 5.61, 8.94, 0.01, 0.01, 0.13
12281, 11.10, 38.90, -4.56, 5.70, 10.38, -0.05, 0.08, 0.02
12291, 11.10, 38.90, 0.73, -3.20, 8.78, -0.07, 0.12, -0.08
12301, 11.10, 38.90, 4.15, -7.05, 8.77, -0.08, 0.10, -0.10
12311, 11.10, 38.90, 1.28, -0.01, 10.52, 0.01, -0.01, 0.02
12322, 11.10, 38.90, 0.56, -0.35, 8.35, -0.08, 0.14, -0.06
12331, 11.10, 38.90, 0.56, -0.35, 8.35, -0.08, 0.14, -0.06
12341, 11.10, 38.90, 1.26, -7.30, 9.14, -0.08, 0.09, -0.10
12351, 11.10, 38.90, 5.75, -5.26, 8.69, -0.05, 0.03, -0.04
12361, 11.10, 38.90, 1.89, 4.37, 9.52, 0.02, 0.01, 0.13
12371, 11.10, 38.90, -4.17, 5.28, 10.20, -0.05, 0.07, 0.03
12381, 11.10, 38.90, 0.35, -1.72, 9.30, -0.07, 0.12, -0.07
12391, 11.10, 38.90, 3.01, -7.62, 9.59, -0.08, 0.10, -0.12
12401, 11.10, 38.90, 2.14, -0.40, 10.26, 0.01, 0.00, 0.04
12411, 11.10, 38.90, -3.26, 4.88, 11.31, 0.03, -0.01, 0.12
12421, 11.10, 38.90, -2.85, 3.20, 10.04, -0.08, 0.11, -0.04
12431, 11.10, 38.90, 1.63, -6.17, 8.30, -0.06, 0.11, -0.07
12441, 11.10, 38.90, 6.17, -5.23, 8.13, -0.07, 0.05, -0.06
12451, 11.10, 38.90, 2.92, 5.36, 9.37, 0.01, 0.01, 0.12
12462, 11.10, 38.90, 0.42, -6.58, 10.08, -0.08, 0.10, -0.09
12471, 11.10, 38.90, 0.42, -6.58, 10.08, -0.08, 0.10, -0.09
12482, 11.10, 38.90, 1.80, 4.00, 9.97, 0.02, 0.01, 0.08
12491, 11.10, 38.90, 1.80, 4.00, 9.97, 0.02, 0.01, 0.08
12501, 11.10, 38.90, -3.25, 3.83, 11.09, 0.04, -0.01, 0.14
12511, 11.10, 38.90, -2.76, 3.83, 10.10, -0.07, 0.11, -0.02
12521, 11.10, 38.90, 1.82, -7.06, 8.35, -0.06, 0.10, -0.07
12531, 11.10, 38.90, 6.20, -6.42, 8.48, -0.05, 0.03, -0.07
12541, 11.10, 38.90, 2.13, 3.90, 9.43, 0.03, 0.00, 0.09
12551, 11.10, 38.90, -4.36, 5.72, 10.66, -0.05, 0.04, 0.03
12561, 11.10, 38.90, 0.22, 0.57, 8.38, -0.06, 0.13, -0.07
12571, 11.10, 38.90, 2.55, -8.86, 8.91, -0.09, 0.11, -0.12
12581, 11.10, 38.90, 3.81, -2.63, 9.78, -0.01, 0.00, 0.01
12591, 11.10, 38.90, -1.47, 4.40, 11.12, 0.05, -0.02, 0.15
12602, 11.10, 38.90, 2.52, -7.58, 8.58, -0.08, 0.11, -0.09
12611, 11.10, 38.90, 2.52, -7.58, 8.58, -0.08, 0.11, -0.09
12621, 11.10, 38.90, 4.78, -6.54, 9.32, -0.07, 0.06, -0.09
12632, 11.10, 38.90, -3.82, 6.15, 9.81, -0.06, 0.09, 0.01
12641, 11.10, 38.90, -3.82, 6.15, 9.81, -0.06, 0.09, 0.01
12651, 11.10, 38.90, -1.07, 0.65, 9.41, -0.07, 0.12, -0.07
12661, 11.10, 38.90, 2.75, -8.05, 8.61, -0.09, 0.11, -0.11
12671, 11.10, 38.90, 4.96, -3.62, 8.73, -0.02, 0.02, -0.02
12681, 11.10, 38.90, 1.26, 4.33, 9.21, 0.04, -0.01, 0.15
12691, 11.10, 38.90, -2.81, 5.69, 8.84, -0.08, 0.12, -0.01
12701, 11.10, 38.90, 1.41, -4.89, 8.93, -0.05, 0.11, -0.08
12711, 11.10, 38.90, 5.01, -6.73, 8.90, -0.06, 0.07, -0.09
12721, 11.10, 38.90, 1.39, 1.89, 10.01, 0.02, 0.00, 0.06
12731, 11.10, 38.90, -3.76, 4.66, 10.44, -0.01, 0.01, 0.09
12742, 11.10, 38.90, 3.22, -8.21, 9.04, -0.07, 0.09, -0.09
12752, 11.10, 38.90, 2.03, 0.03, 9.88, -0.02, -0.01, 0.03
12762, 11.10, 38.90, -3.16, 4.69, 10.51, 0.03, -0.01, 0.13
12771, 11.10, 38.90, -3.16, 4.69, 10.51, 0.03, -0.01, 0.13
12782, 11.10, 38.90, 1.76, -5.60, 8.24, -0.06, 0.13, -0.09
12791, 11.10, 38.90, 1.76, -5.60, 8.24, -0.06, 0.13, -0.09
12801, 11.10, 38.90, 4.48, -6.98, 8.49, -0.08, 0.07, -0.09
12811, 11.10, 38.90, 1.34, 2.13, 10.15, 0.00, -0.00, 0.06
12821, 11.10, 38.90, -4.01, 5.74, 10.91, 0.02, 0.00, 0.10
12831, 11.10, 38.90, -1.37, 1.05, 9.02, -0.07, 0.12, -0.06
12841, 11.10, 38.90, 2.93, -6.37, 7.89, -0.07, 0.12, -0.10
12851, 11.10, 38.90, 5.63, -5.73, 8.83, -0.04, 0.03, -0.02
12861, 11.10, 38.90, 1.92, 4.93, 9.11, 0.03, -0.01, 0.14
12871, 11.10, 38.90, -3.76, 5.61, 9.79, -0.06, 0.11, -0.01
12881, 11.10, 38.90, 0.70, -4.35, 9.09, -0.07, 0.09, -0.09
12891, 11.10, 38.90, 4.99, -7.14, 7.52, -0.06, 0.08, -0.08
12901, 11.10, 38.90, 2.00, -0.33, 10.10, -0.01, -0.03, 0.04
12912, 11.10, 38.90, -0.50, -0.15, 9.14, -0.09, 0.13, -0.10
12922, 11.10, 38.90, 3.14, -8.35, 9.13, -0.07, 0.10, -0.11
12931, 11.10, 38.90, 3.14, -8.35, 9.13, -0.07, 0.10, -0.11
12941, 11.10, 38.90, 5.98, -5.81, 8.15, -0.05, 0.03, -0.03
12951, 11.10, 38.90, 2.24, 5.35, 9.33, 0.01, 0.01, 0.10
12961, 11.10, 38.90, -4.64, 6.56, 10.29, -0.05, 0.06, 0.04
12971, 11.10, 38.90, 1.09, -0.38, 8.75, -0.07, 0.15, -0.07
12981, 11.10, 38.90, 3.34, -7.64, 8.85, -0.08, 0.10, -0.11
12991, 11.10, 38.90, 3.37, -1.88, 10.32, -0.01, 0.01, 0.05
13001, 11.10, 38.90, -1.43, 5.54, 11.34, 0.01, -0.02, 0.12
13011, 11.10, 38.90, -3.78, 3.94, 10.55, -0.06, 0.12, -0.03
13021, 11.10, 38.90, -0.49, -4.81, 10.37, -0.08, 0.12, -0.11
13031, 11.10, 38.90, 4.65, -5.92, 9.38, -0.05, 0.02, -0.06
13041, 11.10, 38.90, 1.86, 4.20, 9.45, 0.01, 0.01, 0.12
13052, 11.10, 38.90, 0.25, -5.05, 9.66, -0.07, 0.09, -0.10
13062, 11.10, 38.90, 5.43, -6.95, 8.38, -0.05, 0.06, -0.07
13072, 11.10, 38.90, 1.07, 0.98, 10.16, -0.00, -0.01, 0.06
13081, 11.10, 38.90, 1.07, 0.98, 10.16, -0.00, -0.01, 0.06
13091, 11.10, 38.90, -0.62, 4.28, 10.45, 0.01, -0.02, 0.12
13101, 11.10, 38.90, -3.84, 4.56, 10.27, -0.05, 0.12, -0.00
13111, 11.10, 38.90, 0.10, -5.89, 10.01, -0.08, 0.09, -0.11
13121, 11.10, 38.90, 5.28, -7.11, 9.16, -0.04, 0.04, -0.05
13131, 11.10, 38.90, 0.81, 3.29, 10.38, -0.01, -0.00, 0.06
13141, 11.10, 38.90, -4.12, 5.50, 10.56, -0.02, 0.03, 0.06
13151, 11.10, 38.90, -0.14, -0.37, 8.42, -0.06, 0.15, -0.07
13161, 11.10, 38.90, 3.42, -7.59, 8.69, -0.08, 0.10, -0.12
13171, 11.10, 38.90, 4.98, -3.46, 8.49, -0.02, 0.02, 0.02
13181, 11.10, 38.90, -0.57, 4.59, 10.43, 0.02, -0.01, 0.12
13192, 11.10, 38.90, 2.23, -6.09, 8.54, -0.09, 0.12, -0.12
13202, 11.10, 38.90, 5.46, -5.23, 9.06, -0.01, 0.03, 0.00
13212, 11.10, 38.90, 2.23, 5.53, 8.69, 0.01, -0.00, 0.12
13221, 11.10, 38.90, 2.23, 5.53, 8.69, 0.01, -0.00, 0.12
13231, 11.10, 38.90, -3.89, 6.96, 10.72, -0.02, 0.03, 0.07
13241, 11.10, 38.90, -1.26, 0.17, 9.42, -0.07, 0.12, -0.07
13251, 11.10, 38.90, 2.88, -6.97, 8.65, -0.07, 0.12, -0.09
13261, 11.10, 38.90, 5.15, -4.57, 9.05, -0.02, 0.01, -0.01
13271, 11.10, 38.90, 1.64, 5.28, 9.17, 0.04, -0.01, 0.16
13281, 11.10, 38.90, -3.54, 5.77, 9.03, -0.08, 0.11, -0.00
13291, 11.10, 38.90, 1.07, -4.45, 9.18, -0.06, 0.12, -0.08
13301, 11.10, 38.90, 5.25, -6.28, 8.27, -0.05, 0.06, -0.08
13311, 11.10, 38.90, 1.35, 0.93, 10.10, 0.00, -0.01, 0.06
13321, 11.10, 38.90, -2.89, 5.82, 9.86, -0.01, 0.01, 0.07
13332, 11.10, 38.90, 3.49, -7.50, 9.60, -0.07, 0.08, -0.11
13342, 11.10, 38.90, 2.88, -1.22, 9.86, 0.00, -0.01, 0.05
13352, 11.10, 38.90, -2.94, 5.72, 10.99, 0.01, -0.02, 0.11
13361, 11.10, 38.90, -2.94, 5.72, 10.99, 0.01, -0.02, 0.11
13371, 11.10, 38.90, -3.78, 4.95, 9.54, -0.05, 0.10, 0.01
13381, 11.10, 38.90, 0.81, -2.80, 8.70, -0.07, 0.12, -0.09
13391, 11.10, 38.90, 4.03, -7.03, 8.25, -0.05, 0.06, -0.08
13401, 11.10, 38.90, 1.70, 1.42, 9.82, 0.01, 0.00, 0.08
13411, 11.10, 38.90, -3.30, 6.13, 10.64, 0.00, 0.01, 0.08
13421, 11.10, 38.90, -2.15, 1.75, 9.42, -0.07, 0.12, -0.05
13431, 11.10, 38.90, 1.55, -6.92, 8.85, -0.08, 0.12, -0.11
13441, 11.10, 38.90, 5.60, -5.35, 8.97, -0.03, 0.02, -0.01
13451, 11.10, 38.90, 2.34, 4.83, 8.96, 0.02, -0.00, 0.14
13461, 11.10, 38.90, -4.30, 5.63, 10.24, -0.05, 0.12, -0.01
13471, 11.10, 38.90, 0.45, -3.73, 9.16, -0.06, 0.10, -0.09
13482, 11.10, 38.90, 1.77, 4.34, 9.28, 0.02, 0.02, 0.10
13492, 11.10, 38.90, -4.75, 5.57, 10.96, -0.04, 0.07, 0.04
13502, 11.10, 38.90, -0.88, 0.48, 8.80, -0.07, 0.14, -0.09
13511, 11.10, 38.90, -0.88, 0.48, 8.80, -0.07, 0.14, -0.09
13521, 11.10, 38.90, 1.83, -6.46, 8.63, -0.07, 0.10, -0.08
13531, 11.10, 38.90, 6.37, -6.26, 7.99, -0.05, 0.04, -0.02
13541, 11.10, 38.90, 2.47, 4.69, 9.14, 0.01, 0.01, 0.11
13551, 11.10, 38.90, -4.31, 5.53, 10.31, -0.05, 0.07, 0.01
13561, 11.10, 38.90, -0.45, -0.39, 9.23, -0.07, 0.12, -0.09
13571, 11.10, 38.90, 2.63, -9.07, 9.05, -0.06, 0.09, -0.09
13581, 11.10, 38.90, 2.99, -1.76, 10.40, -0.02, -0.02, 0.03
13591, 11.10, 38.90, -1.36, 5.03, 11.28, 0.03, -0.02, 0.13
13601, 11.10, 38.90, -3.24, 4.06, 10.41, -0.08, 0.11, -0.03
13612, 11.10, 38.90, 5.23, -4.18, 8.76, -0.02, 0.00, -0.01
13622, 11.10, 38.90, 0.46, 6.07, 10.00, 0.03, -0.01, 0.17
13632, 11.10, 38.90, -3.31, 5.08, 9.25, -0.07, 0.11, -0.02
13641, 11.10, 38.90, -3.31, 5.08, 9.25, -0.07, 0.11, -0.02
13651, 11.10, 38.90, -0.68, -1.30, 9.00, -0.08, 0.12, -0.11
13661, 11.10, 38.90, 2.69, -8.18, 9.18, -0.07, 0.11, -0.09
13671, 11.10, 38.90, 2.65, -2.65, 11.08, 0.00, -0.03, 0.02
13681, 11.10, 38.90, -1.58, 4.75, 11.22, 0.02, -0.02, 0.14
13691, 11.10, 38.90, -3.01, 3.94, 10.07, -0.08, 0.12, -0.05
13701, 11.10, 38.90, 0.28, -6.29, 9.92, -0.08, 0.11, -0.09
13711, 11.10, 38.90, 5.67, -6.16, 8.89, -0.04, 0.04, -0.03
13721, 11.10, 38.90, 2.20, 4.47, 8.75, 0.02, 0.02, 0.11
13731, 11.10, 38.90, -4.30, 5.83, 10.85, -0.05, 0.06, 0.02
13741, 11.10, 38.90, -0.81, -0.43, 9.00, -0.09, 0.13, -0.11
13751, 11.10, 38.90, 5.09, -6.56, 9.09, -0.09, 0.09, -0.11
13761, 11.10, 38.90, 1.33, 3.52, 9.79, -0.01, -0.01, 0.03
13772, 11.10, 38.90, -1.42, 0.40, 9.48, -0.07, 0.12, -0.08
13782, 11.10, 38.90, 3.15, -6.96, 8.50, -0.08, 0.13, -0.10
13791, 11.10, 38.90, 3.15, -6.96, 8.50, -0.08, 0.13, -0.10
13801, 11.10, 38.90, 5.45, -4.17, 8.46, -0.05, 0.03, -0.03
13811, 11.10, 38.90, 1.78, 6.21, 8.88, 0.01, 0.01, 0.13
13821, 11.10, 38.90, -3.76, 5.41, 9.33, -0.04, 0.07, 0.03
13831, 11.10, 38.90, 0.55, -4.32, 9.26, -0.07, 0.12, -0.08
13841, 11.10, 38.90, 5.32, -6.00, 8.30, -0.08, 0.11, -0.10
13851, 11.10, 38.90, 1.44, 1.21, 9.98, -0.00, -0.01, 0.02
13861, 11.10, 38.90, -3.10, 6.38, 10.05, 0.01, -0.02, 0.12
13871, 11.10, 38.90, -1.91, 1.54, 8.88, -0.06, 0.11, -0.03
13881, 11.10, 38.90, 2.62, -7.22, 8.97, -0.08, 0.11, -0.10
13891, 11.10, 38.90, 5.85, -5.54, 8.61, -0.04, 0.04, -0.04
13901, 11.10, 38.90, 2.05, 4.33, 9.07, -0.00, 0.01, 0.10
13912, 11.10, 38.90, 0.81, -2.31, 8.81, -0.07, 0.13, -0.09
13922, 11.10, 38.90, 4.09, -7.74, 8.58, -0.06, 0.06, -0.07
13931, 11.10, 38.90, 4.09, -7.74, 8.58, -0.06, 0.06, -0.07
13941, 11.10, 38.90, 1.44, 0.43, 10.44, -0.02, 0.01, 0.03
13951, 11.10, 38.90, -3.24, 5.58, 10.66, 0.04, -0.01, 0.13
13961, 11.10, 38.90, -2.40, 3.17, 9.30, -0.06, 0.11, -0.02
13971, 11.10, 38.90, 1.67, -5.57, 8.88, -0.07, 0.11, -0.08
13981, 11.10, 38.90, 6.21, -5.97, 7.92, -0.05, 0.04, -0.06
13991, 11.10, 38.90, 2.44, 5.83, 9.18, -0.00, 0.00, 0.09
