t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
27652, 27.90, 22.10, 1.11, -0.39, 10.35, -0.08, 0.04, 0.06
27662, 27.90, 22.10, -2.03, -0.37, 11.05, -0.04, 0.09, -0.03
27672, 27.90, 22.10, 1.07, -3.44, 9.52, 0.02, 0.02, 0.00
27682, 27.90, 22.10, -1.03, 3.36, 8.49, -0.05, 0.09, -0.04
27692, 27.90, 22.10, 2.37, -2.06, 10.28, -0.05, 0.05, -0.05
27701, 27.90, 22.10, 2.37, -2.06, 10.28, -0.05, 0.05, -0.05
27711, 27.90, 22.10, -0.19, 2.78, 9.35, 0.02, 0.07, 0.05
27722, 27.90, 22.10, 1.35, 5.23, 8.05, -0.04, 0.05, 0.03
27731, 27.90, 22.10, 1.35, 5.23, 8.05, -0.04, 0.05, 0.03
27741, 27.90, 22.10, 0.21, 0.20, 9.04, -0.02, 0.11, -0.01
27752, 27.90, 22.10, -0.16, 3.99, 8.67, 0.01, 0.07, -0.07
27762, 27.90, 22.10, 0.47, -2.07, 10.64, -0.04, 0.02, 0.05
27771, 27.90, 22.10, 0.47, -2.07, 10.64, -0.04, 0.02, 0.05
27782, 27.90, 22.10, 1.48, -2.37, 9.76, -0.01, 0.05, -0.00
27791, 27.90, 22.10, 1.48, -2.37, 9.76, -0.01, 0.05, -0.00
27801, 27.90, 22.10, -0.31, 2.30, 8.92, -0.00, 0.05, 0.07
27812, 27.90, 22.10, 0.20, 2.47, 9.37, -0.03, 0.10, 0.08
27822, 27.90, 22.10, 0.06, -8.10, 9.46, -0.01, 0.05, -0.06
27832, 27.90, 22.10, -2.04, 2.24, 9.07, -0.05, 0.03, -0.03
27841, 27.90, 22.10, -2.04, 2.24, 9.07, -0.05, 0.03, -0.03
27851, 27.90, 22.10, -2.06, 1.57, 10.28, -0.03, 0.07, -0.02
27861, 27.90, 22.10, 0.72, -5.46, 9.15, -0.04, 0.06, 0.05
27871, 27.90, 22.10, -0.46, 3.85, 9.50, -0.06, 0.07, -0.08
27881, 27.90, 22.10, 1.56, -1.12, 10.93, -0.03, 0.03, 0.04
27891, 27.90, 22.10, -0.62, -0.12, 9.02, -0.04, 0.09, 0.04
27901, 27.90, 22.10, 0.73, -2.83, 9.05, -0.06, 0.06, -0.11
27912, 27.90, 22.10, -0.36, -3.53, 9.75, -0.03, 0.03, -0.10
27921, 27.90, 22.10, -0.36, -3.53, 9.75, -0.03, 0.03, -0.10
27931, 27.90, 22.10, -1.72, -0.09, 9.40, -0.07, 0.06, 0.04
27942, 27.90, 22.10, 1.74, -0.91, 9.06, -0.04, 0.06, 0.00
27951, 27.90, 22.10, 1.74, -0.91, 9.06, -0.04, 0.06, 0.00
27961, 27.90, 22.10, -1.16, 4.32, 9.39, -0.07, 0.09, -0.02
27971, 27.90, 22.10, 2.06, -4.43, 7.89, -0.02, 0.03, 0.04
27981, 27.90, 22.10, 0.01, 1.44, 8.72, -0.02, 0.08, -0.01
27991, 27.90, 22.10, 0.05, -2.51, 10.98, -0.06, 0.06, -0.07
28001, 27.90, 22.10, 0.19, 2.98, 9.70, -0.01, 0.05, 0.05
28012, 27.90, 22.10, 0.73, 1.09, 7.90, -0.05, 0.10, 0.05
28021, 27.90, 22.10, 0.73, 1.09, 7.90, -0.05, 0.10, 0.05
28031, 27.90, 22.10, 2.27, -0.76, 10.38, -0.00, 0.06, -0.07
28042, 27.90, 22.10, -1.49, -0.88, 8.34, -0.03, 0.07, -0.04
28051, 27.90, 22.10, -1.49, -0.88, 8.34, -0.03, 0.07, -0.04
28061, 27.90, 22.10, 1.44, -2.63, 9.19, 0.01, 0.03, 0.02
28072, 27.90, 22.10, 1.74, -1.58, 9.46, -0.02, 0.02, 0.01
28081, 27.90, 22.10, 1.74, -1.58, 9.46, -0.02, 0.02, 0.01
28091, 27.90, 22.10, -2.09, 0.75, 9.02, 0.01, 0.06, 0.05
28101, 27.90, 22.10, 0.50, -4.65, 10.58, -0.07, 0.08, -0.06
28111, 27.90, 22.10, 0.09, 4.17, 9.94, -0.04, 0.08, 0.02
28121, 27.90, 22.10, 0.09, -2.77, 9.33, -0.01, 0.04, -0.01
28131, 27.90, 22.10, -2.14, -2.03, 9.47, -0.06, 0.05, 0.02
28141, 27.90, 22.10, 0.90, 2.19, 10.14, -0.02, 0.08, -0.08
28151, 27.90, 22.10, 1.14, -0.48, 8.91, -0.03, 0.04, 0.06
28161, 27.90, 22.10, 0.61, 2.63, 8.52, -0.10, 0.10, -0.05
28171, 27.90, 22.10, 0.34, -3.36, 11.85, -0.02, 0.04, 0.01
28181, 27.90, 22.10, -0.64, 0.57, 9.10, -0.04, 0.09, 0.03
28191, 27.90, 22.10, 3.06, -0.97, 8.28, -0.08, 0.05, -0.10
28201, 27.90, 22.10, 0.03, 1.92, 9.60, -0.01, 0.08, 0.08
28212, 27.90, 22.10, -0.45, 4.76, 8.17, -0.04, 0.07, 0.00
28221, 27.90, 22.10, -0.45, 4.76, 8.17, -0.04, 0.07, 0.00
28231, 27.90, 22.10, 2.36, 0.34, 9.67, -0.02, 0.07, -0.01
28241, 27.90, 22.10, -1.80, -3.68, 11.04, -0.06, 0.05, 0.04
28251, 27.90, 22.10, -1.15, 1.92, 8.80, -0.04, 0.07, -0.08
28261, 27.90, 22.10, 1.07, -2.56, 9.28, -0.01, 0.04, 0.08
28271, 27.90, 22.10, -0.66, 3.03, 9.92, -0.08, 0.10, -0.04
28281, 27.90, 22.10, 1.04, -2.29, 10.14, -0.03, 0.05, -0.06
28291, 27.90, 22.10, 0.06, -0.26, 8.09, 0.00, 0.07, 0.08
28301, 27.90, 22.10, 1.53, -1.94, 9.24, -0.06, 0.04, -0.10
28311, 27.90, 22.10, 0.66, 3.77, 9.68, -0.05, 0.11, 0.07
28321, 27.90, 22.10, -0.48, -5.69, 10.15, -0.01, 0.05, -0.02
28331, 27.90, 22.10, -0.72, 0.78, 8.46, -0.05, 0.03, -0.02
28341, 27.90, 22.10, 0.16, 3.08, 9.87, -0.02, 0.06, -0.01
28351, 27.90, 22.10, 0.19, -2.84, 11.19, -0.02, 0.04, 0.06
28361, 27.90, 22.10, 0.18, 2.45, 8.49, -0.06, 0.08, -0.08
28371, 27.90, 22.10, 2.89, -3.66, 8.87, -0.02, 0.03, 0.01
28381, 27.90, 22.10, -0.67, 2.37, 9.79, -0.03, 0.08, 0.03
28391, 27.90, 22.10, -0.29, -1.95, 11.02, -0.07, 0.09, -0.08
28401, 27.90, 22.10, 0.84, 0.71, 7.94, -0.03, 0.07, 0.08
28411, 27.90, 22.10, -0.16, -4.04, 9.80, -0.00, 0.02, -0.08
28421, 27.90, 22.10, -2.56, 2.65, 11.00, -0.07, 0.07, 0.03
28431, 27.90, 22.10, 0.98, -1.32, 8.82, -0.03, 0.09, -0.03
28441, 27.90, 22.10, 2.95, -0.43, 8.27, -0.04, 0.03, 0.00
28451, 27.90, 22.10, -1.18, 3.64, 10.29, -0.06, 0.07, -0.02
28461, 27.90, 22.10, 0.30, -3.77, 11.33, -0.02, 0.06, 0.04
28472, 27.90, 22.10, 3.38, -5.38, 8.25, -0.02, 0.03, 0.00
28481, 27.90, 22.10, 3.38, -5.38, 8.25, -0.02, 0.03, 0.00
28491, 27.90, 22.10, -0.07, 1.89, 9.93, -0.01, 0.05, 0.06
28501, 27.90, 22.10, -0.99, -2.91, 10.41, -0.06, 0.10, -0.06
28511, 27.90, 22.10, 0.65, 0.48, 8.36, -0.05, 0.10, 0.03
28521, 27.90, 22.10, 2.86, -0.61, 8.70, -0.01, 0.05, -0.07
28531, 27.90, 22.10, -2.21, 0.74, 10.78, -0.07, 0.04, 0.06
28541, 27.90, 22.10, -1.51, 0.15, 9.33, -0.05, 0.09, -0.03
28551, 27.90, 22.10, 2.30, -3.50, 9.32, 0.02, 0.05, 0.01
28561, 27.90, 22.10, -0.41, 3.01, 9.78, -0.07, 0.08, -0.04
28571, 27.90, 22.10, 1.06, -1.68, 9.35, -0.03, 0.04, -0.04
28581, 27.90, 22.10, -0.52, 1.38, 7.97, -0.01, 0.12, 0.07
28591, 27.90, 22.10, 1.29, -5.67, 9.97, -0.06, 0.06, -0.07
28602, 27.90, 22.10, -1.62, -2.30, 10.26, -0.04, 0.02, -0.03
28611, 27.90, 22.10, -1.62, -2.30, 10.26, -0.04, 0.02, -0.03
28621, 27.90, 22.10, -1.44, -1.81, 9.70, -0.07, 0.06, 0.04
28632, 27.90, 22.10, -0.83, -2.09, 10.97, -0.05, 0.04, 0.05
28642, 27.90, 22.10, -1.60, 2.78, 8.79, -0.03, 0.04, -0.06
28651, 27.90, 22.10, -1.60, 2.78, 8.79, -0.03, 0.04, -0.06
28662, 27.90, 22.10, -0.81, -0.65, 10.04, -0.04, 0.09, -0.02
28672, 27.90, 22.10, 0.42, -0.31, 10.42, -0.04, -0.00, -0.09
28682, 27.90, 22.10, -1.26, 2.60, 8.99, -0.01, 0.06, 0.09
28692, 27.90, 22.10, 0.16, -4.84, 10.69, -0.09, 0.09, -0.07
28702, 27.90, 22.10, 1.85, 3.76, 9.08, -0.02, 0.08, 0.02
28712, 27.90, 22.10, 0.79, -2.70, 8.35, -0.01, 0.01, -0.01
28722, 27.90, 22.10, -1.35, 0.37, 9.27, -0.07, 0.04, 0.00
28732, 27.90, 22.10, -2.09, 0.85, 12.56, -0.03, 0.09, -0.05
28742, 27.90, 22.10, 1.53, -3.07, 9.39, -0.04, 0.04, 0.05
28752, 27.90, 22.10, 0.30, 4.41, 7.55, -0.06, 0.06, -0.07
28762, 27.90, 22.10, 1.16, -2.95, 10.75, -0.02, 0.06, 0.04
28772, 27.90, 22.10, -1.92, -0.91, 9.51, -0.05, 0.10, 0.04
28781, 27.90, 22.10, -1.92, -0.91, 9.51, -0.05, 0.10, 0.04
28792, 27.90, 22.10, -1.37, 4.13, 9.28, -0.03, 0.05, 0.10
28802, 27.90, 22.10, -1.23, -5.80, 10.31, -0.04, 0.07, -0.05
28811, 27.90, 22.10, -1.23, -5.80, 10.31, -0.04, 0.07, -0.05
28822, 27.90, 22.10, 4.17, -2.14, 8.20, -0.00, 0.06, -0.01
28832, 27.90, 22.10, -0.75, -0.06, 10.73, -0.07, 0.01, 0.02
28842, 27.90, 22.10, -2.04, 0.79, 9.85, -0.05, 0.10, -0.03
28852, 27.90, 22.10, 0.96, -5.78, 9.40, -0.00, 0.03, 0.04
28862, 27.90, 22.10, -1.25, 3.81, 8.94, -0.04, 0.04, -0.08
28872, 27.90, 22.10, 1.56, -0.23, 9.62, -0.04, 0.04, 0.00
28882, 27.90, 22.10, -0.69, -0.12, 8.76, -0.01, 0.11, 0.08
28892, 27.90, 22.10, 0.42, -3.39, 11.10, -0.04, 0.05, -0.11
28902, 27.90, 22.10, -0.32, 2.40, 9.81, -0.02, 0.08, 0.07
28912, 27.90, 22.10, 0.57, -1.87, 9.05, -0.02, 0.03, -0.03
28922, 27.90, 22.10, -1.52, 0.06, 9.86, -0.06, 0.06, 0.03
28932, 27.90, 22.10, 0.85, -1.76, 10.04, -0.02, 0.08, -0.04
28942, 27.90, 22.10, -0.27, 0.12, 9.64, -0.03, 0.01, 0.00
28952, 27.90, 22.10, -0.26, 4.18, 8.48, -0.09, 0.09, -0.02
28962, 27.90, 22.10, 2.14, -5.27, 10.45, -0.01, 0.07, 0.02
28972, 27.90, 22.10, -0.42, 1.67, 9.36, -0.01, 0.08, -0.01
28981, 27.90, 22.10, -0.42, 1.67, 9.36, -0.01, 0.08, -0.01
28992, 27.90, 22.10, 0.57, 1.35, 8.98, -0.02, 0.07, 0.06
29002, 27.90, 22.10, -1.20, -5.03, 10.84, -0.02, 0.06, -0.06
29012, 27.90, 22.10, -1.20, 0.56, 9.20, -0.07, 0.06, 0.03
29022, 27.90, 22.10, 2.47, 1.10, 7.59, 0.01, 0.04, -0.06
29032, 27.90, 22.10, 0.13, -0.98, 10.82, -0.06, 0.04, 0.06
29042, 27.90, 22.10, -2.11, -1.72, 10.63, -0.05, 0.10, -0.04
29052, 27.90, 22.10, 1.04, -1.01, 9.02, 0.00, 0.03, -0.00
29062, 27.90, 22.10, -1.00, 4.41, 8.82, -0.08, 0.07, -0.01
29072, 27.90, 22.10, 1.47, -3.77, 11.10, -0.06, 0.09, -0.03
29082, 27.90, 22.10, -1.13, -0.49, 10.58, 0.02, 0.09, 0.05
29092, 27.90, 22.10, 0.99, -3.36, 8.35, -0.07, 0.02, -0.07
29102, 27.90, 22.10, 1.28, 4.30, 8.91, -0.05, 0.06, 0.04
29112, 27.90, 22.10, -0.95, -2.85, 11.18, -0.00, 0.07, -0.03
29122, 27.90, 22.10, -1.25, -2.59, 8.98, -0.05, 0.03, 0.04
29132, 27.90, 22.10, 0.22, 3.12, 9.46, -0.02, 0.04, -0.08
29142, 27.90, 22.10, 0.69, -1.82, 10.55, -0.03, 0.05, 0.06
29152, 27.90, 22.10, 0.04, 0.80, 8.04, -0.07, 0.12, -0.04
29162, 27.90, 22.10, 3.59, -1.64, 8.43, -0.01, 0.05, -0.02
29172, 27.90, 22.10, -2.44, 1.83, 9.37, -0.03, 0.05, 0.05
29182, 27.90, 22.10, 0.74, -2.51, 9.61, -0.07, 0.07, -0.09
29192, 27.90, 22.10, 0.94, 2.08, 8.06, 0.01, 0.09, 0.05
29202, 27.90, 22.10, -0.08, -6.15, 10.59, -0.02, 0.01, -0.03
29212, 27.90, 22.10, -1.95, 3.68, 9.70, -0.07, 0.03, 0.01
29222, 27.90, 22.10, 1.36, 0.18, 8.19, -0.00, 0.11, -0.02
29232, 27.90, 22.10, 1.15, -5.10, 9.13, -0.04, 0.06, 0.05
29242, 27.90, 22.10, -1.02, 4.03, 9.81, -0.04, 0.06, -0.09
29252, 27.90, 22.10, 0.21, -2.04, 9.69, -0.01, 0.03, 0.07
29262, 27.90, 22.10, -0.81, 1.58, 8.86, -0.07, 0.11, -0.02
29272, 27.90, 22.10, 2.52, -1.55, 10.33, -0.04, 0.06, -0.06
29282, 27.90, 22.10, -1.20, 0.86, 9.23, 0.01, 0.04, 0.08
29292, 27.90, 22.10, 0.55, -2.43, 8.25, -0.07, 0.06, -0.09
29302, 27.90, 22.10, 1.15, 3.43, 8.43, -0.04, 0.13, 0.05
29312, 27.90, 22.10, 2.03, -4.69, 10.52, -0.00, 0.04, -0.01
29322, 27.90, 22.10, -2.30, 0.91, 9.60, -0.06, -0.00, -0.00
29332, 27.90, 22.10, -0.58, 2.87, 8.60, -0.04, 0.07, -0.02
29342, 27.90, 22.10, 0.76, -5.29, 10.73, -0.02, 0.08, 0.05
29352, 27.90, 22.10, 0.12, 3.62, 9.51, -0.06, 0.06, -0.09
29362, 27.90, 22.10, 0.71, -1.72, 9.56, -0.03, 0.03, 0.03
29372, 27.90, 22.10, 0.03, 0.64, 7.82, -0.03, 0.09, 0.05
29382, 27.90, 22.10, 1.22, -2.17, 10.11, -0.07, 0.07, -0.10
29392, 27.90, 22.10, 0.82, 2.28, 9.39, -0.03, 0.07, 0.06
29402, 27.90, 22.10, 0.69, -2.83, 9.40, 0.00, 0.01, -0.07
29412, 27.90, 22.10, -1.47, 0.71, 9.64, -0.08, 0.07, 0.03
29422, 27.90, 22.10, 0.21, -2.06, 9.96, -0.02, 0.08, -0.03
29432, 27.90, 22.10, 0.57, -0.81, 9.54, -0.03, 0.03, -0.01
29442, 27.90, 22.10, 0.10, 5.69, 7.80, -0.09, 0.08, -0.00
29452, 27.90, 22.10, 2.24, -4.92, 9.78, -0.02, 0.06, 0.04
29462, 27.90, 22.10, -0.94, 0.44, 9.72, -0.02, 0.07, -0.01
29472, 27.90, 22.10, 0.73, -2.21, 9.42, -0.08, 0.04, -0.07
29482, 27.90, 22.10, 0.45, 2.72, 8.47, -0.02, 0.07, 0.05
29492, 27.90, 22.10, -1.03, -4.81, 10.90, -0.02, 0.07, -0.05
29502, 27.90, 22.10, -1.62, -0.58, 9.75, -0.06, 0.07, 0.03
29512, 27.90, 22.10, 1.56, 1.28, 7.99, -0.00, 0.05, -0.07
29522, 27.90, 22.10, 1.45, -0.64, 8.76, -0.05, 0.05, 0.06
29532, 27.90, 22.10, -1.01, -0.23, 10.49, -0.06, 0.09, -0.04
29542, 27.90, 22.10, 0.38, -1.90, 11.56, -0.01, 0.03, 0.01
29552, 27.90, 22.10, -1.76, 3.13, 8.84, -0.06, 0.08, -0.00
29562, 27.90, 22.10, 1.95, -3.38, 9.21, -0.07, 0.05, -0.07
29572, 27.90, 22.10, -0.42, 1.17, 10.24, 0.01, 0.07, 0.06
29582, 27.90, 22.10, -0.79, -3.97, 10.57, -0.06, 0.03, -0.06
29592, 27.90, 22.10, 0.16, 5.12, 8.06, -0.07, 0.06, 0.02
29602, 27.90, 22.10, 2.78, -0.47, 8.35, -0.00, 0.09, -0.01
29612, 27.90, 22.10, -0.43, -5.09, 10.30, -0.06, 0.06, 0.05
29622, 27.90, 22.10, -1.85, 2.87, 10.28, -0.02, 0.06, -0.08
29632, 27.90, 22.10, 0.49, -2.19, 9.19, -0.02, 0.04, 0.06
29642, 27.90, 22.10, -0.62, 1.13, 9.16, -0.08, 0.10, -0.04
29652, 27.90, 22.10, 2.26, -2.20, 10.91, -0.03, 0.05, -0.07
29662, 27.90, 22.10, -1.41, 2.35, 9.33, -0.01, 0.05, 0.08
29672, 27.90, 22.10, 0.53, -3.67, 8.13, -0.06, 0.05, -0.08
29682, 27.90, 22.10, 1.31, 2.73, 8.60, -0.05, 0.14, 0.03
29692, 27.90, 22.10, 3.24, -3.35, 9.94, -0.00, 0.06, -0.01
29702, 27.90, 22.10, -1.34, 0.88, 10.03, -0.06, 0.02, 0.02
29712, 27.90, 22.10, -1.49, 2.22, 8.65, -0.04, 0.08, -0.03
29722, 27.90, 22.10, 0.65, -5.04, 9.80, -0.03, 0.05, 0.04
29732, 27.90, 22.10, -0.36, 3.82, 9.08, -0.06, 0.06, -0.09
29742, 27.90, 22.10, 1.18, -1.37, 9.45, -0.04, 0.01, 0.02
29752, 27.90, 22.10, -0.69, 0.03, 8.68, -0.03, 0.09, 0.06
29762, 27.90, 22.10, 0.39, -2.49, 11.07, -0.07, 0.07, -0.10
29772, 27.90, 22.10, -0.20, 2.76, 10.00, -0.04, 0.07, 0.06
29782, 27.90, 22.10, 0.90, -1.75, 8.72, -0.01, 0.02, -0.04
29792, 27.90, 22.10, -1.21, -0.46, 9.28, -0.05, 0.08, 0.04
29802, 27.90, 22.10, 0.73, -0.53, 9.98, -0.00, 0.09, -0.03
29812, 27.90, 22.10, -0.29, -0.70, 10.31, -0.03, 0.00, -0.01
29822, 27.90, 22.10, -0.53, 3.56, 7.54, -0.09, 0.08, -0.02
29832, 27.90, 22.10, 2.20, -5.74, 8.98, -0.01, 0.08, 0.04
29842, 27.90, 22.10, -0.36, 2.35, 10.31, -0.03, 0.07, -0.03
29852, 27.90, 22.10, 0.03, -2.40, 10.17, -0.07, 0.04, -0.06
29862, 27.90, 22.10, 0.44, 1.52, 8.74, -0.02, 0.08, 0.05
29872, 27.90, 22.10, -0.66, -5.81, 10.98, -0.01, 0.07, -0.07
29882, 27.90, 22.10, -1.16, 1.68, 10.06, -0.07, 0.06, 0.04
29891, 27.90, 22.10, -1.16, 1.68, 10.06, -0.07, 0.06, 0.04
29902, 27.90, 22.10, 1.32, -2.80, 7.52, -0.06, 0.08, 0.05
29911, 27.90, 22.10, 1.32, -2.80, 7.52, -0.06, 0.08, 0.05
29921, 27.90, 22.10, 0.55, 1.63, 9.52, -0.06, 0.10, -0.03
29931, 27.90, 22.10, 1.33, -1.63, 8.77, -0.01, 0.00, -0.01
29941, 27.90, 22.10, -2.46, 1.07, 9.46, -0.05, 0.08, 0.04
29951, 27.90, 22.10, 0.07, -5.71, 10.60, -0.08, 0.10, -0.08
29962, 27.90, 22.10, -1.58, -3.99, 9.98, -0.06, 0.01, -0.05
29971, 27.90, 22.10, -1.58, -3.99, 9.98, -0.06, 0.01, -0.05
29981, 27.90, 22.10, -1.02, -1.09, 9.92, -0.08, 0.09, 0.02
29991, 27.90, 22.10, 0.10, 1.66, 11.02, -0.00, 0.09, -0.05
30002, 27.90, 22.10, -1.41, 3.27, 8.07, -0.02, 0.05, -0.09
30011, 27.90, 22.10, -1.41, 3.27, 8.07, -0.02, 0.05, -0.09
30022, 27.90, 22.10, -1.09, -0.39, 10.32, -0.06, 0.10, -0.05
30031, 27.90, 22.10, -1.09, -0.39, 10.32, -0.06, 0.10, -0.05
30041, 27.90, 22.10, 1.51, -0.82, 8.22, -0.05, 0.02, -0.10
30052, 27.90, 22.10, 0.94, -4.21, 9.66, -0.08, 0.07, -0.09
30061, 27.90, 22.10, 0.94, -4.21, 9.66, -0.08, 0.07, -0.09
30072, 27.90, 22.10, 1.22, -4.51, 9.34, -0.00, 0.01, -0.01
30082, 27.90, 22.10, -0.99, 0.94, 9.01, -0.06, 0.02, 0.00
30091, 27.90, 22.10, -0.99, 0.94, 9.01, -0.06, 0.02, 0.00
30101, 27.90, 22.10, -2.01, 1.63, 11.65, -0.03, 0.11, -0.03
30111, 27.90, 22.10, 2.02, -3.98, 9.77, -0.01, 0.06, 0.05
30121, 27.90, 22.10, -0.88, 4.21, 8.21, -0.06, 0.05, -0.09
30131, 27.90, 22.10, 0.57, -2.49, 10.79, -0.04, 0.01, 0.00
30141, 27.90, 22.10, -0.54, -0.23, 8.74, -0.02, 0.14, 0.07
30151, 27.90, 22.10, 0.82, -2.09, 9.91, -0.06, 0.06, -0.11
30161, 27.90, 22.10, -0.24, 4.37, 8.11, -0.05, 0.04, 0.06
30171, 27.90, 22.10, -0.04, -2.59, 10.76, -0.01, -0.02, -0.06
30181, 27.90, 22.10, -0.59, -0.92, 9.82, -0.04, 0.11, 0.03
30191, 27.90, 22.10, 2.39, 0.75, 7.86, -0.02, 0.09, -0.02
30201, 27.90, 22.10, -0.23, -2.21, 10.60, -0.04, -0.02, -0.00
30211, 27.90, 22.10, -2.39, 2.81, 9.68, -0.09, 0.06, -0.02
30221, 27.90, 22.10, 2.62, -4.30, 8.62, -0.01, 0.09, 0.04
30231, 27.90, 22.10, 0.15, 2.90, 8.48, -0.03, 0.06, -0.03
30241, 27.90, 22.10, 0.25, -2.53, 10.18, -0.07, 0.02, -0.04
30252, 27.90, 22.10, -0.71, -2.96, 10.35, -0.06, 0.10, -0.08
30261, 27.90, 22.10, -0.71, -2.96, 10.35, -0.06, 0.10, -0.08
30271, 27.90, 22.10, -0.91, 0.43, 10.43, -0.06, 0.07, 0.04
30281, 27.90, 22.10, 0.42, 2.02, 9.44, -0.01, 0.04, -0.06
30291, 27.90, 22.10, 1.88, -1.92, 7.78, -0.06, 0.09, 0.06
30301, 27.90, 22.10, 0.76, 0.97, 9.47, -0.06, 0.09, -0.04
30311, 27.90, 22.10, -0.38, -2.81, 10.56, -0.01, 0.01, -0.01
30321, 27.90, 22.10, -2.35, 2.62, 8.88, -0.08, 0.06, 0.00
30331, 27.90, 22.10, 1.54, -3.59, 10.11, -0.05, 0.08, -0.02
30341, 27.90, 22.10, 1.36, 2.59, 9.62, 0.01, 0.07, 0.04
30351, 27.90, 22.10, -1.63, -4.00, 9.81, -0.07, 0.04, -0.07
30362, 27.90, 22.10, -0.67, -4.20, 10.18, -0.03, 0.06, -0.04
30371, 27.90, 22.10, -0.67, -4.20, 10.18, -0.03, 0.06, -0.04
30381, 27.90, 22.10, -0.72, -2.90, 10.65, -0.07, 0.05, 0.03
30392, 27.90, 22.10, 1.19, -0.92, 8.49, -0.07, 0.02, 0.07
30401, 27.90, 22.10, 1.19, -0.92, 8.49, -0.07, 0.02, 0.07
30411, 27.90, 22.10, -0.74, 0.36, 10.00, -0.08, 0.11, -0.03
30421, 27.90, 22.10, 2.64, -1.42, 9.87, -0.02, 0.05, -0.00
30431, 27.90, 22.10, -1.38, 1.51, 8.22, -0.02, 0.07, 0.02
30441, 27.90, 22.10, 0.77, -3.66, 10.40, -0.07, 0.06, -0.09
30451, 27.90, 22.10, -0.11, 2.52, 10.18, -0.00, 0.12, 0.08
30461, 27.90, 22.10, 0.85, -5.07, 8.71, -0.02, 0.04, -0.02
30471, 27.90, 22.10, -0.84, 4.34, 7.81, -0.07, 0.02, -0.00
30481, 27.90, 22.10, 1.46, 0.64, 8.96, -0.01, 0.06, -0.01
30492, 27.90, 22.10, -0.34, 2.11, 9.31, -0.00, 0.07, -0.07
30501, 27.90, 22.10, -0.34, 2.11, 9.31, -0.00, 0.07, -0.07
30512, 27.90, 22.10, -1.26, 2.82, 9.37, -0.07, 0.05, -0.07
30522, 27.90, 22.10, -0.03, -2.72, 11.57, -0.03, 0.08, 0.02
30532, 27.90, 22.10, 0.39, -0.33, 8.08, -0.03, 0.10, 0.05
30541, 27.90, 22.10, 0.39, -0.33, 8.08, -0.03, 0.10, 0.05
30552, 27.90, 22.10, -0.13, 3.89, 10.01, -0.02, 0.06, 0.09
30562, 27.90, 22.10, 0.05, -5.51, 10.21, -0.03, 0.08, -0.03
30572, 27.90, 22.10, 0.62, 0.51, 8.62, -0.05, 0.06, -0.01
30582, 27.90, 22.10, -0.61, 2.51, 9.98, -0.02, 0.06, -0.03
30592, 27.90, 22.10, 0.27, -3.09, 10.28, -0.04, 0.04, 0.03
30602, 27.90, 22.10, 0.24, 3.13, 8.30, -0.05, 0.11, -0.03
30612, 27.90, 22.10, 3.01, -4.58, 9.33, -0.01, 0.03, 0.05
30621, 27.90, 22.10, 3.01, -4.58, 9.33, -0.01, 0.03, 0.05
30631, 27.90, 22.10, -1.78, 1.73, 9.41, -0.02, 0.04, 0.02
30641, 27.90, 22.10, 0.36, -1.57, 9.47, -0.07, 0.10, -0.08
30652, 27.90, 22.10, -0.57, -4.45, 10.69, -0.04, 0.03, -0.08
30662, 27.90, 22.10, -3.00, 2.78, 10.19, -0.07, 0.06, 0.06
30672, 27.90, 22.10, 1.87, 0.41, 7.75, -0.01, 0.07, -0.05
30682, 27.90, 22.10, 2.27, -1.95, 8.91, -0.06, 0.08, 0.03
30692, 27.90, 22.10, -0.61, 1.85, 10.63, -0.04, 0.08, -0.02
30702, 27.90, 22.10, -0.49, -1.89, 10.80, -0.01, 0.01, 0.01
30712, 27.90, 22.10, -0.97, 3.79, 8.67, -0.06, 0.10, -0.03
30722, 27.90, 22.10, 2.07, -4.09, 9.34, -0.03, 0.06, -0.01
30732, 27.90, 22.10, -0.41, 2.84, 8.95, -0.01, 0.05, 0.03
30742, 27.90, 22.10, -0.80, -2.34, 9.15, -0.07, 0.04, -0.06
30752, 27.90, 22.10, 0.40, 2.96, 8.43, -0.04, 0.10, 0.05
30762, 27.90, 22.10, -0.27, -5.16, 10.57, 0.02, 0.05, -0.04
30772, 27.90, 22.10, -0.47, 0.02, 10.05, -0.08, 0.05, 0.03
30782, 27.90, 22.10, 0.90, 2.49, 8.27, -0.02, 0.05, -0.06
30792, 27.90, 22.10, 0.95, -1.93, 8.70, -0.03, 0.06, 0.05
30801, 27.90, 22.10, 0.95, -1.93, 8.70, -0.03, 0.06, 0.05
30812, 27.90, 22.10, 1.23, -1.36, 11.87, -0.00, 0.05, -0.01
30822, 27.90, 22.10, -2.56, 1.84, 9.34, -0.04, 0.07, 0.06
30831, 27.90, 22.10, -2.56, 1.84, 9.34, -0.04, 0.07, 0.06
30842, 27.90, 22.10, 0.70, 1.92, 8.75, 0.00, 0.09, 0.05
30852, 27.90, 22.10, -0.56, -5.36, 10.67, -0.01, 0.02, -0.03
30862, 27.90, 22.10, -1.11, 5.11, 8.27, -0.07, 0.05, 0.01
30872, 27.90, 22.10, 1.56, 0.13, 8.59, -0.01, 0.10, -0.02
