t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
10862, 27.80, 22.20, 2.04, -1.53, 10.42, -0.00, 0.03, -0.02
10872, 27.80, 22.20, -2.48, -3.59, 10.38, -0.07, 0.01, 0.03
10882, 27.80, 22.20, -0.96, 2.40, 8.72, 0.00, 0.07, -0.06
10892, 27.80, 22.20, 2.76, -1.20, 8.33, -0.03, 0.07, 0.07
10902, 27.80, 22.20, -0.13, 0.74, 9.39, -0.08, 0.09, -0.07
10912, 27.80, 22.20, 0.66, -2.11, 10.84, -0.02, 0.03, -0.02
10922, 27.80, 22.20, -2.07, 0.96, 9.20, -0.02, 0.08, 0.07
10932, 27.80, 22.20, 1.17, -2.91, 8.84, -0.08, 0.07, -0.10
10942, 27.80, 22.20, 2.09, 3.12, 9.03, -0.03, 0.09, 0.06
10952, 27.80, 22.20, 0.49, -4.46, 10.98, -0.00, 0.01, -0.03
10962, 27.80, 22.20, -2.29, 0.66, 9.47, -0.05, 0.04, -0.00
10972, 27.80, 22.20, 0.28, 3.06, 8.72, -0.03, 0.07, -0.01
10982, 27.80, 22.20, 0.77, -4.68, 10.43, -0.04, 0.03, 0.05
10992, 27.80, 22.20, 0.02, 2.83, 9.15, -0.07, 0.08, -0.09
11002, 27.80, 22.20, 2.11, -1.44, 8.66, -0.01, 0.06, 0.05
11012, 27.80, 22.20, -0.21, 0.25, 8.76, -0.04, 0.10, 0.02
11022, 27.80, 22.20, 0.38, -2.54, 10.13, -0.08, 0.06, -0.09
11032, 27.80, 22.20, -0.02, 1.94, 9.82, -0.01, 0.07, 0.09
11042, 27.80, 22.20, 0.86, -2.82, 9.28, -0.00, 0.02, -0.07
11052, 27.80, 22.20, -1.16, 0.10, 9.55, -0.08, 0.08, 0.03
11062, 27.80, 22.20, -0.45, -1.72, 10.07, -0.01, 0.08, -0.02
11072, 27.80, 22.20, -0.07, -0.12, 9.61, -0.04, 0.02, -0.00
11082, 27.80, 22.20, 0.70, 5.26, 7.51, -0.06, 0.09, -0.01
11092, 27.80, 22.20, 2.67, -4.50, 9.78, -0.02, 0.07, 0.05
11102, 27.80, 22.20, -0.88, 0.53, 10.09, -0.04, 0.08, -0.04
11112, 27.80, 22.20, 0.43, -2.99, 9.92, -0.06, 0.06, -0.07
11122, 27.80, 22.20, 0.58, 3.20, 8.37, -0.00, 0.08, 0.07
11132, 27.80, 22.20, -1.53, -4.97, 10.41, -0.05, 0.07, -0.04
11142, 27.80, 22.20, -1.44, -0.59, 10.42, -0.05, 0.06, 0.03
11152, 27.80, 22.20, 0.19, 2.77, 9.84, 0.00, 0.05, -0.07
11162, 27.80, 22.20, 1.53, -1.28, 8.84, -0.07, 0.04, 0.06
11172, 27.80, 22.20, 0.41, 0.56, 8.80, -0.06, 0.08, -0.03
11182, 27.80, 22.20, 1.67, -2.32, 11.32, 0.00, 0.02, 0.01
11192, 27.80, 22.20, -2.47, 2.34, 9.94, -0.07, 0.08, -0.02
11202, 27.80, 22.20, 1.97, -2.00, 8.16, -0.05, 0.07, -0.07
11212, 27.80, 22.20, 0.77, 1.15, 8.18, 0.00, 0.06, 0.07
11222, 27.80, 22.20, -1.11, -5.85, 10.33, -0.05, 0.03, -0.05
11232, 27.80, 22.20, -1.82, 3.65, 10.42, -0.05, 0.07, 0.02
11242, 27.80, 22.20, 1.64, 1.39, 8.72, -0.02, 0.09, -0.01
11252, 27.80, 22.20, 1.61, -5.31, 8.57, -0.06, 0.05, 0.02
11262, 27.80, 22.20, -0.69, 4.02, 9.83, -0.03, 0.07, -0.07
11272, 27.80, 22.20, 0.53, -2.52, 11.33, -0.00, 0.03, 0.08
11282, 27.80, 22.20, -1.38, 0.40, 9.27, -0.08, 0.10, -0.05
11292, 27.80, 22.20, 2.31, -1.24, 9.11, -0.04, 0.06, -0.07
11302, 27.80, 22.20, -0.22, 1.01, 9.05, 0.01, 0.07, 0.09
11312, 27.80, 22.20, -0.22, -3.34, 10.27, -0.05, 0.05, -0.08
11322, 27.80, 22.20, -1.96, 3.10, 9.71, -0.07, 0.12, 0.05
11332, 27.80, 22.20, 2.45, -2.82, 7.59, -0.01, 0.05, -0.02
11342, 27.80, 22.20, 0.21, -1.22, 9.41, -0.04, 0.01, -0.02
11352, 27.80, 22.20, -0.57, 3.41, 11.20, -0.03, 0.05, -0.01
11362, 27.80, 22.20, -0.29, -5.53, 11.68, -0.02, 0.02, 0.05
11372, 27.80, 22.20, -0.20, 2.34, 8.32, -0.04, 0.06, -0.07
11382, 27.80, 22.20, 2.46, -1.69, 8.40, -0.03, 0.05, -0.04
11392, 27.80, 22.20, 0.87, 1.72, 9.47, -0.01, 0.07, 0.06
11402, 27.80, 22.20, -1.43, -4.52, 10.58, -0.07, 0.07, -0.06
11412, 27.80, 22.20, -1.32, 1.27, 8.81, -0.06, 0.09, 0.06
11422, 27.80, 22.20, 1.96, 1.97, 7.74, 0.02, 0.05, -0.07
11432, 27.80, 22.20, 1.18, -1.00, 9.68, -0.07, 0.03, 0.04
11442, 27.80, 22.20, -1.10, -1.27, 10.41, -0.04, 0.07, -0.04
11452, 27.80, 22.20, -0.16, -2.42, 11.28, 0.00, 0.03, 0.02
11462, 27.80, 22.20, -1.76, 3.31, 8.83, -0.06, 0.08, -0.02
11472, 27.80, 22.20, 2.72, -2.58, 8.41, -0.05, 0.06, -0.04
11482, 27.80, 22.20, -0.23, 0.60, 9.59, 0.00, 0.06, 0.06
11492, 27.80, 22.20, 0.77, -5.25, 10.16, -0.07, 0.05, -0.07
11502, 27.80, 22.20, 0.08, 4.64, 9.67, -0.07, 0.07, 0.02
11512, 27.80, 22.20, 0.09, -2.55, 9.88, 0.00, 0.07, -0.00
11522, 27.80, 22.20, -1.87, -2.80, 8.59, -0.06, 0.03, 0.03
11532, 27.80, 22.20, 0.29, 2.28, 9.73, 0.00, 0.07, -0.08
11542, 27.80, 22.20, 0.77, -2.08, 11.22, -0.02, 0.05, 0.07
11552, 27.80, 22.20, 0.06, 2.78, 8.30, -0.09, 0.10, -0.05
11562, 27.80, 22.20, 1.99, -2.80, 8.46, -0.03, 0.04, -0.04
11572, 27.80, 22.20, -0.09, 0.19, 8.89, 0.00, 0.07, 0.07
11582, 27.80, 22.20, 1.55, -2.09, 10.41, -0.08, 0.04, -0.09
11591, 27.80, 22.20, 1.55, -2.09, 10.41, -0.08, 0.04, -0.09
11602, 27.80, 22.20, -0.48, -7.02, 9.57, 0.01, 0.04, -0.01
11612, 27.80, 22.20, -0.71, 1.14, 9.14, -0.06, 0.03, -0.00
11622, 27.80, 22.20, 0.54, 3.55, 10.17, -0.03, 0.07, -0.03
11632, 27.80, 22.20, -0.14, -4.49, 10.91, -0.02, 0.05, 0.05
11642, 27.80, 22.20, 1.19, 3.19, 7.66, -0.06, 0.09, -0.08
11652, 27.80, 22.20, 2.51, -2.41, 8.09, -0.02, 0.04, 0.02
11662, 27.80, 22.20, -0.28, 1.31, 9.50, -0.03, 0.09, 0.05
11671, 27.80, 22.20, -0.28, 1.31, 9.50, -0.03, 0.09, 0.05
11682, 27.80, 22.20, 0.17, 1.13, 9.64, -0.03, 0.08, 0.07
11692, 27.80, 22.20, 0.62, -3.86, 8.39, 0.00, 0.01, -0.05
11702, 27.80, 22.20, -1.63, 1.35, 10.29, -0.07, 0.06, 0.04
11712, 27.80, 22.20, -0.73, -0.95, 10.84, -0.03, 0.09, -0.05
11721, 27.80, 22.20, -0.73, -0.95, 10.84, -0.03, 0.09, -0.05
11732, 27.80, 22.20, 0.25, 4.97, 7.81, -0.08, 0.07, -0.02
11742, 27.80, 22.20, 2.07, -4.92, 9.23, -0.03, 0.08, 0.03
11752, 27.80, 22.20, -1.57, 0.45, 10.41, 0.00, 0.09, 0.02
11761, 27.80, 22.20, -1.57, 0.45, 10.41, 0.00, 0.09, 0.02
11772, 27.80, 22.20, 0.54, 3.94, 8.45, -0.03, 0.06, 0.04
11781, 27.80, 22.20, 0.54, 3.94, 8.45, -0.03, 0.06, 0.04
11791, 27.80, 22.20, 0.60, -2.82, 11.05, 0.00, 0.08, -0.04
11802, 27.80, 22.20, 1.44, 2.09, 8.94, -0.01, 0.05, -0.08
11811, 27.80, 22.20, 1.44, 2.09, 8.94, -0.01, 0.05, -0.08
11821, 27.80, 22.20, 0.89, -3.10, 9.85, -0.02, 0.04, 0.05
11831, 27.80, 22.20, -1.62, -0.52, 9.97, -0.06, 0.08, -0.05
11841, 27.80, 22.20, 1.26, -0.84, 10.18, -0.02, 0.03, -0.08
11851, 27.80, 22.20, -0.68, 2.68, 8.53, -0.01, 0.05, 0.10
11861, 27.80, 22.20, 0.36, -3.88, 10.08, -0.08, 0.08, -0.08
11871, 27.80, 22.20, 0.65, 3.04, 10.57, -0.03, 0.10, 0.03
11882, 27.80, 22.20, -1.54, 4.76, 8.61, -0.06, 0.05, 0.00
11891, 27.80, 22.20, -1.54, 4.76, 8.61, -0.06, 0.05, 0.00
11901, 27.80, 22.20, -1.01, 2.33, 9.79, -0.03, 0.08, -0.03
11912, 27.80, 22.20, -0.91, 3.30, 10.93, -0.05, 0.09, -0.09
11921, 27.80, 22.20, -0.91, 3.30, 10.93, -0.05, 0.09, -0.09
11931, 27.80, 22.20, 2.68, -2.02, 8.36, -0.02, 0.07, 0.02
11941, 27.80, 22.20, -1.41, -0.31, 9.33, -0.02, 0.10, 0.07
11952, 27.80, 22.20, -0.72, 0.85, 9.47, -0.00, 0.07, 0.08
11962, 27.80, 22.20, 0.37, -2.04, 9.37, -0.04, 0.06, -0.07
11971, 27.80, 22.20, 0.37, -2.04, 9.37, -0.04, 0.06, -0.07
11982, 27.80, 22.20, 2.86, -4.91, 9.23, -0.00, 0.08, -0.01
11991, 27.80, 22.20, 2.86, -4.91, 9.23, -0.00, 0.08, -0.01
12001, 27.80, 22.20, 0.71, -0.72, 9.46, -0.03, 0.03, 0.00
12011, 27.80, 22.20, 0.83, 3.84, 7.63, -0.09, 0.12, -0.03
12021, 27.80, 22.20, 1.94, -5.26, 10.14, -0.02, 0.05, 0.02
12031, 27.80, 22.20, -0.60, 1.84, 10.25, -0.02, 0.08, -0.01
12041, 27.80, 22.20, 0.14, -1.60, 10.07, -0.08, 0.03, -0.04
12051, 27.80, 22.20, 0.54, 1.83, 8.52, -0.03, 0.09, 0.06
12061, 27.80, 22.20, -0.05, -5.32, 9.39, -0.00, 0.04, -0.07
12071, 27.80, 22.20, -1.20, 0.35, 10.49, -0.06, 0.06, 0.04
12081, 27.80, 22.20, 0.83, 2.76, 9.70, -0.03, 0.05, -0.06
12091, 27.80, 22.20, 0.48, -2.06, 9.23, -0.04, 0.05, 0.05
12101, 27.80, 22.20, 0.60, -0.20, 8.85, -0.08, 0.11, -0.04
12111, 27.80, 22.20, 0.87, -1.64, 10.87, 0.00, 0.04, -0.00
12121, 27.80, 22.20, -1.94, 3.18, 9.58, -0.05, 0.08, 0.04
12131, 27.80, 22.20, 1.26, -3.13, 8.67, -0.09, 0.07, -0.07
12141, 27.80, 22.20, 0.44, 1.85, 8.89, 0.01, 0.07, 0.03
12151, 27.80, 22.20, -0.18, -5.22, 10.22, -0.02, 0.04, -0.04
12161, 27.80, 22.20, -1.14, 4.41, 9.96, -0.06, 0.05, 0.03
12171, 27.80, 22.20, 1.13, 0.93, 8.45, -0.03, 0.09, -0.02
12181, 27.80, 22.20, 1.36, -4.89, 7.87, -0.07, 0.05, 0.03
12191, 27.80, 22.20, -0.03, 4.15, 9.63, -0.05, 0.08, -0.08
12201, 27.80, 22.20, 0.73, -2.42, 11.53, -0.00, 0.02, 0.08
12212, 27.80, 22.20, 0.86, -2.48, 9.57, -0.02, 0.06, -0.03
12221, 27.80, 22.20, 0.86, -2.48, 9.57, -0.02, 0.06, -0.03
12231, 27.80, 22.20, 0.88, 1.67, 8.62, 0.00, 0.07, 0.08
12241, 27.80, 22.20, -0.47, -3.17, 10.26, -0.03, -0.00, -0.07
12251, 27.80, 22.20, -2.56, 2.49, 10.49, -0.06, 0.08, 0.05
12261, 27.80, 22.20, 1.65, -2.78, 8.68, -0.00, 0.09, -0.02
12271, 27.80, 22.20, 1.62, -0.57, 8.41, -0.04, 0.02, -0.02
12281, 27.80, 22.20, -0.11, 5.01, 9.97, -0.08, 0.07, -0.02
12291, 27.80, 22.20, 0.82, -5.05, 11.69, -0.01, 0.05, 0.07
12301, 27.80, 22.20, -0.79, 0.01, 9.69, -0.03, 0.09, -0.04
12312, 27.80, 22.20, -0.39, 3.16, 8.48, 0.00, 0.05, 0.06
12321, 27.80, 22.20, -0.39, 3.16, 8.48, 0.00, 0.05, 0.06
12331, 27.80, 22.20, -1.21, -3.87, 10.60, -0.04, 0.06, -0.05
12342, 27.80, 22.20, 1.24, -1.75, 11.01, 0.02, 0.04, -0.05
12351, 27.80, 22.20, 1.24, -1.75, 11.01, 0.02, 0.04, -0.05
12361, 27.80, 22.20, 1.79, 0.11, 8.55, -0.06, 0.04, 0.05
12371, 27.80, 22.20, 0.07, 0.50, 8.96, -0.07, 0.10, -0.03
12381, 27.80, 22.20, 1.47, -3.41, 11.55, 0.00, 0.04, 0.02
12392, 27.80, 22.20, 1.66, -0.45, 10.27, -0.04, 0.03, -0.03
12401, 27.80, 22.20, 1.66, -0.45, 10.27, -0.04, 0.03, -0.03
12411, 27.80, 22.20, -0.43, 1.87, 9.35, -0.00, 0.10, 0.08
12422, 27.80, 22.20, 1.47, 5.25, 8.38, -0.03, 0.07, 0.01
12431, 27.80, 22.20, 1.47, 5.25, 8.38, -0.03, 0.07, 0.01
12441, 27.80, 22.20, 1.20, 2.04, 8.57, -0.02, 0.09, -0.00
12452, 27.80, 22.20, -0.73, 0.98, 8.96, -0.00, 0.07, -0.07
12462, 27.80, 22.20, 1.27, -2.96, 9.15, -0.00, 0.04, 0.03
12471, 27.80, 22.20, 1.27, -2.96, 9.15, -0.00, 0.04, 0.03
12482, 27.80, 22.20, -0.10, -2.92, 11.66, -0.03, 0.07, 0.00
12492, 27.80, 22.20, -0.38, -2.09, 8.54, 0.00, 0.08, 0.07
12502, 27.80, 22.20, 0.02, -1.39, 8.30, -0.07, 0.04, -0.14
12512, 27.80, 22.20, 1.56, 5.19, 9.24, -0.07, 0.08, 0.09
12522, 27.80, 22.20, 1.20, -3.62, 11.12, -0.02, 0.09, -0.01
12532, 27.80, 22.20, -1.35, -1.99, 11.13, -0.04, 0.03, -0.01
12542, 27.80, 22.20, -0.81, 1.65, 8.53, -0.02, 0.06, -0.04
12552, 27.80, 22.20, 1.76, -1.83, 8.53, -0.02, 0.02, 0.02
12562, 27.80, 22.20, -1.30, 2.36, 9.75, -0.07, 0.10, -0.03
12572, 27.80, 22.20, 1.90, -6.01, 10.74, -0.03, 0.03, -0.03
12582, 27.80, 22.20, -1.57, 2.44, 9.58, 0.01, 0.03, 0.03
12592, 27.80, 22.20, 0.94, -1.23, 8.63, -0.07, 0.08, -0.06
12602, 27.80, 22.20, 2.27, 1.78, 7.50, -0.07, 0.11, 0.06
12612, 27.80, 22.20, 2.77, -1.59, 9.48, 0.01, 0.06, -0.05
12622, 27.80, 22.20, -2.59, -1.39, 10.69, -0.06, 0.03, 0.04
12632, 27.80, 22.20, -1.46, 1.84, 9.90, -0.02, 0.08, -0.05
12642, 27.80, 22.20, 0.39, -3.98, 9.20, 0.00, 0.05, 0.04
12652, 27.80, 22.20, 0.45, 1.12, 8.49, -0.06, 0.08, -0.03
12662, 27.80, 22.20, 1.68, -1.30, 10.65, -0.03, 0.02, -0.07
12672, 27.80, 22.20, -0.89, 2.50, 10.15, -0.01, 0.07, 0.09
12682, 27.80, 22.20, -0.61, -6.30, 9.60, -0.07, 0.05, -0.06
12692, 27.80, 22.20, 1.47, 4.62, 8.27, -0.04, 0.08, 0.01
12702, 27.80, 22.20, 2.46, 0.25, 9.27, -0.00, 0.05, -0.01
12712, 27.80, 22.20, -0.91, -2.72, 11.03, -0.08, 0.04, 0.02
12722, 27.80, 22.20, -2.51, 0.35, 10.31, -0.04, 0.07, -0.06
12732, 27.80, 22.20, 0.71, -4.18, 9.23, 0.01, 0.03, 0.06
12742, 27.80, 22.20, -0.87, 4.02, 8.58, -0.05, 0.07, -0.08
12752, 27.80, 22.20, 1.42, -1.51, 10.84, -0.06, 0.07, -0.02
12762, 27.80, 22.20, -0.59, -2.20, 9.80, -0.00, 0.08, 0.07
12772, 27.80, 22.20, -1.09, -1.97, 9.83, -0.05, 0.03, -0.11
12782, 27.80, 22.20, 0.57, 5.02, 7.69, -0.06, 0.07, 0.08
12792, 27.80, 22.20, 2.24, -1.60, 9.15, -0.02, 0.09, -0.02
12802, 27.80, 22.20, -0.64, -2.67, 10.73, -0.05, 0.06, 0.01
12812, 27.80, 22.20, -0.78, 1.83, 9.89, -0.04, 0.07, -0.04
12822, 27.80, 22.20, 1.10, -2.10, 8.48, -0.00, 0.01, 0.02
12832, 27.80, 22.20, -1.33, 1.92, 9.25, -0.08, 0.08, -0.04
12842, 27.80, 22.20, 1.42, -5.90, 10.49, -0.03, 0.05, -0.04
12852, 27.80, 22.20, 0.29, 3.51, 9.00, 0.01, 0.06, 0.04
12862, 27.80, 22.20, -0.56, -1.79, 9.33, -0.07, 0.02, -0.04
12872, 27.80, 22.20, 1.03, 2.33, 7.78, -0.07, 0.12, 0.04
12882, 27.80, 22.20, 2.33, -2.55, 10.02, 0.00, 0.07, -0.05
12892, 27.80, 22.20, -0.96, -1.36, 10.86, -0.05, 0.03, 0.04
12902, 27.80, 22.20, -1.55, 3.11, 9.42, -0.03, 0.05, -0.05
12912, 27.80, 22.20, 0.53, -3.86, 9.30, -0.01, 0.07, 0.06
12922, 27.80, 22.20, -0.04, -0.22, 9.14, -0.06, 0.09, -0.05
12932, 27.80, 22.20, 1.44, -1.02, 10.94, -0.03, 0.03, -0.07
12942, 27.80, 22.20, -0.58, 2.93, 9.93, -0.02, 0.04, 0.10
12952, 27.80, 22.20, -0.79, -5.55, 9.39, -0.07, 0.09, -0.06
12962, 27.80, 22.20, 1.34, 3.96, 8.89, -0.04, 0.09, 0.01
12972, 27.80, 22.20, 3.12, -0.60, 8.20, -0.00, 0.04, -0.02
12982, 27.80, 22.20, -0.71, -1.60, 10.57, -0.07, -0.00, 0.02
12992, 27.80, 22.20, -2.39, 1.75, 10.84, -0.04, 0.08, -0.03
13002, 27.80, 22.20, 1.30, -5.20, 9.00, -0.01, 0.03, 0.04
13012, 27.80, 22.20, -0.63, 3.92, 8.95, -0.06, 0.07, -0.09
13022, 27.80, 22.20, 1.63, -0.81, 10.82, -0.03, 0.05, -0.01
13032, 27.80, 22.20, -0.90, -0.68, 9.80, -0.02, 0.09, 0.08
13042, 27.80, 22.20, 0.37, -3.32, 9.20, -0.06, 0.05, -0.11
13052, 27.80, 22.20, 0.14, 5.09, 7.58, -0.05, 0.09, 0.06
13062, 27.80, 22.20, 2.75, -1.21, 9.37, -0.01, 0.05, -0.03
13072, 27.80, 22.20, -2.17, -2.59, 11.42, -0.06, 0.06, 0.03
13082, 27.80, 22.20, -0.35, -0.05, 9.09, -0.01, 0.08, -0.04
13092, 27.80, 22.20, 0.50, -1.52, 8.79, -0.01, 0.02, -0.00
13102, 27.80, 22.20, -1.31, 3.45, 9.51, -0.09, 0.07, -0.04
13112, 27.80, 22.20, 0.41, -5.03, 11.76, -0.04, 0.05, -0.00
13122, 27.80, 22.20, 0.32, 2.54, 9.18, 0.02, 0.05, 0.04
13132, 27.80, 22.20, 0.18, -2.76, 8.95, -0.08, 0.04, -0.07
13142, 27.80, 22.20, 1.84, 3.42, 8.81, -0.05, 0.08, 0.04
13152, 27.80, 22.20, 0.96, -2.59, 10.09, -0.01, 0.04, -0.04
13162, 27.80, 22.20, -0.98, -1.92, 9.26, -0.06, 0.04, 0.03
13172, 27.80, 22.20, -0.34, 2.97, 9.19, -0.02, 0.05, -0.07
13182, 27.80, 22.20, 0.50, -2.47, 10.93, -0.04, 0.04, 0.05
13192, 27.80, 22.20, -1.20, -0.39, 8.96, -0.08, 0.09, -0.05
13202, 27.80, 22.20, 3.10, -0.45, 7.89, -0.01, 0.05, -0.01
13212, 27.80, 22.20, -1.35, 2.23, 9.00, -0.04, 0.08, 0.06
13222, 27.80, 22.20, 0.38, -3.97, 10.72, -0.08, 0.09, -0.08
13232, 27.80, 22.20, 0.18, 2.73, 9.72, 0.01, 0.11, 0.05
13242, 27.80, 22.20, 1.21, -5.26, 9.04, 0.01, 0.04, -0.03
13252, 27.80, 22.20, -1.07, 2.39, 9.99, -0.07, 0.05, 0.00
13262, 27.80, 22.20, -0.55, 1.89, 10.75, -0.02, 0.10, -0.02
13272, 27.80, 22.20, 0.21, -5.88, 9.66, -0.06, 0.06, 0.04
13282, 27.80, 22.20, 0.68, 5.06, 7.03, -0.05, 0.08, -0.08
13292, 27.80, 22.20, 1.83, -1.07, 9.91, -0.00, 0.02, 0.07
13302, 27.80, 22.20, -1.55, -0.28, 9.98, -0.06, 0.11, -0.01
13312, 27.80, 22.20, 0.21, -1.96, 10.18, -0.06, 0.06, -0.09
13322, 27.80, 22.20, -0.46, 2.79, 8.28, -0.00, 0.06, 0.08
13332, 27.80, 22.20, -0.23, -3.49, 10.61, -0.03, -0.01, -0.08
13342, 27.80, 22.20, -2.55, 1.35, 10.74, -0.08, 0.12, 0.03
13352, 27.80, 22.20, 1.39, -2.72, 8.63, -0.01, 0.09, -0.02
13361, 27.80, 22.20, 1.39, -2.72, 8.63, -0.01, 0.09, -0.02
13372, 27.80, 22.20, -0.72, 4.79, 10.46, -0.06, 0.06, -0.01
13382, 27.80, 22.20, 0.40, -5.04, 11.86, -0.00, 0.05, 0.06
13392, 27.80, 22.20, 0.14, 0.50, 8.85, -0.04, 0.08, -0.07
13402, 27.80, 22.20, 3.15, -2.14, 8.32, -0.05, 0.04, -0.03
13412, 27.80, 22.20, 0.84, 3.17, 9.06, -0.01, 0.06, 0.07
13422, 27.80, 22.20, -1.94, -4.66, 10.88, -0.07, 0.08, -0.07
13432, 27.80, 22.20, -0.69, 0.85, 8.23, -0.06, 0.09, 0.05
13442, 27.80, 22.20, 2.84, 1.26, 7.29, -0.01, 0.04, -0.06
13452, 27.80, 22.20, 0.02, -0.65, 11.10, -0.07, 0.03, 0.06
13462, 27.80, 22.20, -1.82, -0.58, 10.50, -0.03, 0.07, -0.03
13472, 27.80, 22.20, 0.97, -3.46, 8.97, -0.00, 0.02, -0.00
13482, 27.80, 22.20, -1.34, 4.01, 8.53, -0.07, 0.08, -0.05
13492, 27.80, 22.20, 1.71, -2.17, 10.68, -0.03, 0.03, -0.04
13502, 27.80, 22.20, -1.15, 0.68, 10.12, -0.01, 0.08, 0.07
13512, 27.80, 22.20, -0.40, -6.06, 8.84, -0.07, 0.03, -0.08
13522, 27.80, 22.20, -0.12, 6.05, 7.62, -0.03, 0.05, 0.01
13532, 27.80, 22.20, 2.47, -0.28, 9.52, -0.01, 0.05, -0.00
13541, 27.80, 22.20, 2.47, -0.28, 9.52, -0.01, 0.05, -0.00
13552, 27.80, 22.20, -0.62, 2.38, 8.94, -0.00, 0.08, -0.08
13562, 27.80, 22.20, 0.96, -1.81, 9.20, -0.03, 0.03, 0.04
13571, 27.80, 22.20, 0.96, -1.81, 9.20, -0.03, 0.03, 0.04
13582, 27.80, 22.20, 0.31, -3.06, 11.25, -0.02, 0.06, 0.02
13591, 27.80, 22.20, 0.31, -3.06, 11.25, -0.02, 0.06, 0.02
13601, 27.80, 22.20, -0.51, 2.23, 8.56, -0.00, 0.05, 0.07
13611, 27.80, 22.20, -0.22, -3.08, 10.55, -0.04, 0.05, -0.08
13621, 27.80, 22.20, -2.42, 1.16, 10.66, -0.07, 0.11, 0.05
13631, 27.80, 22.20, 2.43, -2.43, 7.97, -0.01, 0.07, -0.01
13641, 27.80, 22.20, -1.33, -0.14, 9.61, -0.04, 0.02, -0.01
13651, 27.80, 22.20, -0.46, 3.22, 9.55, -0.04, 0.08, -0.02
13661, 27.80, 22.20, 0.74, -3.12, 10.66, -0.02, 0.06, 0.05
13672, 27.80, 22.20, 2.44, -3.16, 8.05, -0.03, 0.05, 0.04
13681, 27.80, 22.20, 2.44, -3.16, 8.05, -0.03, 0.05, 0.04
13692, 27.80, 22.20, 0.29, -2.52, 11.08, -0.08, 0.08, -0.07
13701, 27.80, 22.20, 0.29, -2.52, 11.08, -0.08, 0.08, -0.07
13711, 27.80, 22.20, -1.09, -0.79, 10.69, -0.04, 0.10, 0.05
13721, 27.80, 22.20, -0.13, -2.73, 9.33, 0.00, 0.01, -0.07
13731, 27.80, 22.20, -0.92, 2.32, 9.39, -0.07, 0.02, 0.07
13742, 27.80, 22.20, 0.74, -3.33, 10.00, -0.04, 0.07, 0.02
13751, 27.80, 22.20, 0.74, -3.33, 10.00, -0.04, 0.07, 0.02
13761, 27.80, 22.20, 0.86, 4.08, 7.46, -0.07, 0.07, -0.04
13771, 27.80, 22.20, 2.67, -1.20, 8.43, -0.01, 0.03, -0.01
13781, 27.80, 22.20, -1.74, 0.91, 9.93, -0.02, 0.12, 0.07
13792, 27.80, 22.20, -0.46, 3.87, 8.38, 0.02, 0.05, 0.04
13801, 27.80, 22.20, -0.46, 3.87, 8.38, 0.02, 0.05, 0.04
13811, 27.80, 22.20, -0.61, -2.46, 10.62, -0.03, 0.04, -0.02
13821, 27.80, 22.20, -2.02, -0.30, 10.78, -0.07, 0.10, 0.04
13831, 27.80, 22.20, 2.34, 0.36, 8.80, -0.00, 0.08, -0.06
13841, 27.80, 22.20, 1.19, -1.10, 8.24, -0.04, 0.02, 0.04
13851, 27.80, 22.20, -0.12, 2.97, 9.52, -0.07, 0.10, -0.07
13862, 27.80, 22.20, -1.08, -0.43, 9.07, -0.06, 0.07, -0.06
13871, 27.80, 22.20, -1.08, -0.43, 9.07, -0.06, 0.07, -0.06
13881, 27.80, 22.20, 1.22, -0.81, 9.30, -0.07, 0.01, -0.11
13891, 27.80, 22.20, -1.19, 2.32, 10.49, -0.01, 0.07, 0.09
13901, 27.80, 22.20, -1.63, -5.81, 10.67, -0.05, 0.05, -0.07
13911, 27.80, 22.20, 1.70, 4.20, 7.60, -0.05, 0.06, -0.00
13921, 27.80, 22.20, 2.12, 0.28, 8.58, -0.01, 0.05, -0.02
13931, 27.80, 22.20, -0.75, -2.10, 11.15, -0.07, 0.07, 0.03
13941, 27.80, 22.20, -2.93, 1.22, 10.61, -0.04, 0.09, -0.07
13951, 27.80, 22.20, 1.80, -4.10, 8.34, -0.01, 0.03, 0.06
13961, 27.80, 22.20, -1.31, 3.63, 8.85, -0.05, 0.05, -0.05
13971, 27.80, 22.20, 1.13, -1.89, 10.70, -0.06, 0.07, -0.04
13981, 27.80, 22.20, -0.94, -1.50, 9.13, -0.00, 0.06, 0.07
13991, 27.80, 22.20, 0.43, -2.55, 9.02, -0.04, 0.02, -0.10
14001, 27.80, 22.20, 0.51, 4.82, 8.64, -0.06, 0.08, 0.08
14011, 27.80, 22.20, 1.45, -2.45, 10.34, -0.02, 0.08, -0.01
14021, 27.80, 22.20, -2.08, -1.83, 9.74, -0.06, 0.04, 0.01
14031, 27.80, 22.20, 0.51, 0.66, 7.99, -0.02, 0.08, -0.04
14041, 27.80, 22.20, 1.25, -1.78, 10.61, -0.01, 0.03, 0.03
14051, 27.80, 22.20, -1.20, 2.81, 9.74, -0.08, 0.10, -0.03
14061, 27.80, 22.20, 2.16, -5.16, 8.49, -0.03, 0.04, -0.03
14072, 27.80, 22.20, 2.25, -1.80, 8.60, -0.08, 0.04, -0.06
14081, 27.80, 22.20, 2.25, -1.80, 8.60, -0.08, 0.04, -0.06
