t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
9651, 25.60, 24.40, 1.07, -2.52, 9.69, -0.08, 0.05, -0.07
9661, 25.60, 24.40, 1.21, -0.45, 9.78, -0.00, 0.07, 0.10
9671, 25.60, 24.40, 2.51, -0.98, 8.17, -0.02, 0.07, -0.06
9681, 25.60, 24.40, 1.55, -0.58, 9.06, -0.02, 0.04, 0.06
9691, 25.60, 24.40, 0.81, 3.96, 9.33, -0.07, 0.11, -0.01
9701, 25.60, 24.40, 2.36, -3.10, 8.57, -0.05, 0.05, -0.05
9711, 25.60, 24.40, 0.67, 0.35, 8.87, 0.01, 0.07, 0.11
9721, 25.60, 24.40, 1.03, -1.88, 10.64, -0.03, 0.04, -0.06
9731, 25.60, 24.40, 0.37, -0.81, 9.96, -0.02, 0.03, 0.04
9741, 25.60, 24.40, 0.57, 1.89, 8.52, -0.06, 0.10, -0.01
9751, 25.60, 24.40, 2.63, -2.49, 10.17, -0.04, 0.05, -0.05
9761, 25.60, 24.40, 0.34, 1.76, 8.71, 0.00, 0.07, 0.10
9771, 25.60, 24.40, 0.72, -3.58, 10.30, -0.06, 0.03, -0.05
9781, 25.60, 24.40, -0.05, -1.35, 10.75, -0.02, 0.04, 0.04
9791, 25.60, 24.40, 0.95, 3.21, 8.58, -0.05, 0.12, -0.01
9801, 25.60, 24.40, 2.74, -3.24, 8.77, -0.03, 0.02, -0.03
9811, 25.60, 24.40, 0.79, 0.44, 9.05, -0.00, 0.05, 0.09
9821, 25.60, 24.40, -0.49, -4.48, 9.70, -0.08, 0.06, -0.09
9831, 25.60, 24.40, 0.58, -0.12, 10.09, -0.03, 0.05, 0.04
9841, 25.60, 24.40, 0.43, 2.29, 10.20, -0.05, 0.09, -0.02
9851, 25.60, 24.40, 1.44, -3.04, 9.03, -0.02, 0.01, -0.03
9861, 25.60, 24.40, -0.87, 2.13, 10.05, -0.01, 0.05, 0.07
9871, 25.60, 24.40, 0.15, -5.09, 9.76, -0.09, 0.07, -0.08
9881, 25.60, 24.40, 0.38, 0.25, 9.44, -0.02, 0.07, 0.03
9891, 25.60, 24.40, -0.26, 2.73, 10.40, -0.05, 0.07, -0.03
9901, 25.60, 24.40, 1.77, -2.61, 10.06, -0.01, -0.01, -0.02
9911, 25.60, 24.40, -1.45, 1.82, 9.58, -0.04, 0.09, 0.04
9921, 25.60, 24.40, -0.02, -5.44, 10.99, -0.10, 0.08, -0.10
9931, 25.60, 24.40, 0.52, 1.83, 8.26, -0.02, 0.06, 0.02
9941, 25.60, 24.40, -0.87, 2.11, 9.84, -0.04, 0.06, -0.03
9951, 25.60, 24.40, 1.65, -3.00, 10.30, -0.01, 0.02, -0.01
9961, 25.60, 24.40, -0.54, 2.20, 8.81, -0.04, 0.11, 0.02
9971, 25.60, 24.40, 0.07, -6.92, 10.01, -0.10, 0.07, -0.10
9981, 25.60, 24.40, -1.16, 2.37, 9.83, -0.03, 0.06, 0.01
9991, 25.60, 24.40, -0.39, 3.37, 9.41, -0.02, 0.07, -0.03
10001, 25.60, 24.40, 1.31, -3.82, 10.05, -0.03, 0.02, -0.03
10011, 26.10, 23.90, -0.33, 2.62, 9.48, -0.05, 0.11, -0.01
10021, 26.10, 23.90, 0.98, -5.17, 9.01, -0.10, 0.07, -0.09
10031, 26.10, 23.90, -0.88, 2.59, 9.23, -0.02, 0.05, 0.01
10041, 26.10, 23.90, 0.57, 3.79, 9.86, -0.03, 0.07, -0.01
10051, 26.10, 23.90, 0.95, -3.59, 9.61, -0.02, 0.05, -0.00
10061, 26.10, 23.90, -0.89, 2.23, 10.17, -0.06, 0.11, -0.03
10071, 26.10, 23.90, 0.90, -5.61, 9.49, -0.10, 0.04, -0.08
10081, 26.10, 23.90, -0.75, 3.09, 8.09, -0.00, 0.03, 0.02
10091, 26.10, 23.90, 1.04, 3.42, 10.16, -0.03, 0.10, -0.02
10101, 26.10, 23.90, 2.88, -2.97, 8.88, -0.05, 0.11, 0.04
10111, 26.10, 23.90, -0.12, 3.88, 8.77, -0.07, 0.06, -0.05
10121, 26.10, 23.90, 0.91, -4.24, 9.97, -0.06, 0.03, -0.07
10131, 26.10, 23.90, 0.09, 2.18, 8.64, 0.02, 0.04, 0.05
10141, 26.10, 23.90, -0.23, -1.89, 10.10, -0.02, 0.08, -0.01
10151, 26.10, 23.90, 0.25, -2.55, 10.03, -0.04, 0.05, 0.06
10161, 26.10, 23.90, -0.22, 3.64, 9.44, -0.05, 0.09, -0.05
10171, 26.10, 23.90, 1.23, -4.20, 9.07, -0.04, 0.03, -0.00
10181, 26.10, 23.90, -0.63, 1.81, 9.31, 0.02, 0.05, 0.07
10191, 26.10, 23.90, -0.46, -2.53, 11.52, -0.06, 0.07, -0.03
10201, 26.10, 23.90, -0.93, -1.40, 10.00, -0.05, 0.03, 0.06
10211, 26.10, 23.90, -0.55, 2.09, 9.28, -0.03, 0.06, -0.07
10221, 26.10, 23.90, 1.44, -4.27, 9.62, -0.01, 0.04, 0.03
10231, 26.10, 23.90, 0.37, 3.27, 9.33, -0.03, 0.10, 0.04
10241, 26.10, 23.90, 1.38, -1.81, 8.83, -0.11, 0.06, -0.09
10251, 26.10, 23.90, 1.10, -0.14, 7.65, -0.04, 0.06, 0.04
10261, 26.10, 23.90, 1.07, 0.91, 9.64, -0.02, 0.03, -0.08
10271, 26.10, 23.90, 1.64, -0.62, 10.78, -0.01, 0.06, 0.02
10281, 26.10, 23.90, 0.46, 4.63, 9.48, -0.07, 0.12, 0.00
10291, 26.10, 23.90, 1.51, -3.69, 9.87, -0.09, 0.05, -0.11
10301, 26.10, 23.90, -0.33, 0.29, 10.15, -0.02, 0.03, 0.05
10311, 26.10, 23.90, 1.61, -0.01, 10.03, -0.02, 0.07, -0.05
10321, 26.10, 23.90, 1.85, -0.29, 8.84, -0.03, 0.11, 0.06
10331, 26.10, 23.90, 1.21, 2.13, 9.23, -0.07, 0.11, -0.01
10341, 26.10, 23.90, 3.11, -2.54, 9.61, -0.05, 0.01, -0.09
10351, 26.10, 23.90, -0.10, 2.33, 8.80, 0.00, 0.03, 0.09
10361, 26.10, 23.90, 0.07, -4.03, 11.12, -0.03, 0.10, -0.02
10371, 26.10, 23.90, 1.28, -0.20, 10.36, -0.03, 0.07, 0.03
10381, 26.10, 23.90, 0.90, 1.41, 9.45, -0.06, 0.09, -0.00
10391, 26.10, 23.90, 1.02, -2.91, 9.63, -0.03, 0.01, -0.04
10401, 26.10, 23.90, -0.82, 1.91, 9.56, 0.00, 0.07, 0.09
10411, 26.10, 23.90, 0.52, -4.31, 10.31, -0.05, 0.06, -0.03
10421, 26.10, 23.90, -0.86, 0.02, 10.04, -0.04, 0.06, 0.01
10431, 26.10, 23.90, 0.88, 1.51, 9.33, -0.06, 0.07, -0.01
10441, 26.10, 23.90, 1.92, -2.07, 10.39, -0.02, 0.00, -0.01
10451, 26.10, 23.90, -1.84, 1.98, 9.79, -0.00, 0.09, 0.07
10461, 26.10, 23.90, -0.35, -4.92, 9.44, -0.09, 0.07, -0.08
10471, 26.10, 23.90, -0.03, 2.65, 10.05, -0.02, 0.05, 0.00
10481, 26.10, 23.90, 0.65, 2.42, 9.98, -0.04, 0.05, -0.01
10491, 26.10, 23.90, 2.05, -2.84, 8.19, -0.01, 0.05, 0.01
10501, 26.10, 23.90, -1.15, 3.11, 9.37, -0.03, 0.10, -0.00
10511, 26.10, 23.90, 1.98, -4.90, 10.47, -0.10, 0.07, -0.09
10521, 26.10, 23.90, 1.01, 3.78, 7.35, -0.02, 0.03, -0.00
10531, 26.10, 23.90, 0.95, 1.30, 8.96, -0.04, 0.08, -0.02
10541, 26.10, 23.90, 1.46, -3.26, 10.01, -0.04, 0.08, 0.01
10551, 26.10, 23.90, 1.14, 4.48, 8.28, -0.05, 0.08, -0.05
10561, 26.10, 23.90, 2.16, -3.08, 9.48, -0.10, 0.03, -0.07
10571, 26.10, 23.90, 0.67, 2.62, 8.97, -0.02, 0.05, 0.04
10581, 26.10, 23.90, 1.28, -1.60, 10.82, -0.02, 0.11, -0.03
10591, 26.10, 23.90, 2.38, -4.00, 8.21, -0.04, 0.08, 0.04
10601, 26.10, 23.90, 1.16, 4.62, 7.87, -0.05, 0.07, -0.05
10611, 26.10, 23.90, 2.82, -2.58, 9.60, -0.07, 0.02, -0.03
10621, 26.10, 23.90, 1.27, 1.53, 8.13, 0.00, 0.06, 0.08
10631, 26.10, 23.90, 0.21, -3.41, 10.18, -0.02, 0.07, -0.04
10641, 26.10, 23.90, 0.76, -2.64, 10.70, -0.05, 0.05, 0.04
10651, 26.10, 23.90, -0.34, 4.19, 8.91, -0.04, 0.09, -0.04
10661, 26.10, 23.90, 1.39, -3.12, 9.82, -0.04, 0.04, 0.00
10671, 26.10, 23.90, 0.67, -0.33, 9.65, 0.00, 0.08, 0.08
10681, 26.10, 23.90, -0.01, -3.71, 9.11, -0.04, 0.03, -0.08
10691, 26.10, 23.90, -0.90, -0.57, 9.68, -0.04, 0.04, 0.07
10701, 26.10, 23.90, -0.06, 3.71, 9.92, -0.04, 0.10, -0.03
10711, 26.10, 23.90, 1.81, -3.12, 9.96, -0.03, 0.06, 0.01
10721, 26.10, 23.90, -0.50, -0.68, 8.78, -0.00, 0.08, 0.08
10731, 26.10, 23.90, -0.69, -3.08, 9.71, -0.06, 0.02, -0.13
10741, 26.10, 23.90, -0.26, 2.64, 10.51, -0.04, 0.05, 0.06
10751, 26.10, 23.90, 0.82, 0.77, 8.07, -0.05, 0.10, -0.01
10761, 26.10, 23.90, 0.81, -2.89, 10.45, -0.02, 0.04, -0.01
10771, 26.10, 23.90, -0.66, 0.40, 10.20, -0.01, 0.06, 0.04
10781, 26.10, 23.90, 0.46, -1.37, 9.10, -0.11, 0.01, -0.15
10791, 26.10, 23.90, 0.53, 3.10, 8.79, -0.03, 0.10, 0.06
10801, 26.10, 23.90, 1.88, -0.30, 9.13, -0.05, 0.10, -0.03
10811, 26.10, 23.90, 2.13, -1.40, 9.54, -0.02, 0.02, -0.01
10821, 26.10, 23.90, -0.77, 2.57, 8.85, -0.04, 0.06, -0.03
10831, 26.10, 23.90, 1.13, -1.73, 9.60, -0.09, 0.07, -0.13
10841, 26.10, 23.90, 0.61, 3.28, 10.40, -0.02, 0.10, 0.08
10851, 26.10, 23.90, 2.53, -3.93, 8.97, -0.04, 0.07, -0.03
10861, 26.10, 23.90, 0.65, -1.75, 8.86, -0.04, 0.02, -0.01
10871, 26.10, 23.90, 0.66, 4.91, 8.91, -0.07, 0.09, -0.01
10881, 26.10, 23.90, 3.22, -3.47, 9.47, -0.06, 0.06, -0.06
10891, 26.10, 23.90, 0.49, 1.72, 8.66, 0.03, 0.07, 0.08
10901, 26.10, 23.90, 0.20, -5.78, 9.80, -0.04, 0.04, -0.03
10911, 26.10, 23.90, -0.73, -0.10, 10.86, -0.03, 0.04, 0.01
10921, 26.10, 23.90, 0.32, 4.88, 10.31, -0.06, 0.10, 0.01
10931, 26.10, 23.90, 2.32, -4.22, 9.66, -0.04, 0.06, 0.01
10941, 26.10, 23.90, -0.62, 0.82, 9.72, 0.01, 0.05, 0.05
10951, 26.10, 23.90, 0.73, -4.76, 10.35, -0.06, 0.03, -0.05
10961, 26.10, 23.90, -0.88, 2.56, 10.02, -0.04, 0.05, 0.03
10971, 26.10, 23.90, 0.56, 3.19, 9.19, -0.04, 0.10, 0.01
10981, 26.10, 23.90, 1.68, -6.18, 10.36, -0.04, 0.03, 0.01
10991, 26.10, 23.90, -0.88, 2.83, 9.76, -0.02, 0.06, 0.00
11001, 26.10, 23.90, 0.50, -2.75, 9.20, -0.10, 0.05, -0.07
11011, 26.10, 23.90, 0.54, 2.46, 9.25, -0.04, 0.06, 0.03
11021, 26.10, 23.90, 1.17, 2.17, 10.30, -0.03, 0.08, -0.03
11031, 26.10, 23.90, 1.25, -4.37, 9.28, -0.01, 0.02, 0.02
11041, 26.10, 23.90, -1.25, 4.45, 8.87, -0.03, 0.07, -0.05
11051, 26.10, 23.90, 1.67, -1.95, 10.50, -0.09, 0.07, -0.07
11061, 26.10, 23.90, 1.68, 1.25, 9.71, -0.02, 0.09, 0.06
11071, 26.10, 23.90, 2.67, -0.90, 7.71, -0.03, 0.05, -0.05
11081, 26.10, 23.90, 1.82, -2.58, 8.52, -0.04, 0.04, 0.03
11091, 26.10, 23.90, 0.77, 4.57, 8.71, -0.06, 0.11, -0.05
11101, 26.10, 23.90, 3.39, -1.87, 8.69, -0.05, 0.08, -0.03
11111, 26.10, 23.90, 0.29, -0.19, 8.81, -0.02, 0.04, 0.07
11121, 26.10, 23.90, -0.07, -3.58, 10.04, -0.03, 0.00, -0.07
11131, 26.10, 23.90, -0.01, -0.86, 10.83, -0.02, 0.04, 0.06
11141, 26.10, 23.90, 1.41, 4.34, 9.60, -0.06, 0.14, -0.02
11151, 26.10, 23.90, 1.78, -2.62, 10.40, -0.04, 0.06, 0.00
11161, 26.10, 23.90, 0.67, -1.94, 9.28, 0.00, 0.04, 0.08
11171, 26.10, 23.90, -0.77, -3.24, 10.99, -0.05, -0.01, -0.11
11181, 26.10, 23.90, -0.79, 2.26, 9.22, -0.04, 0.05, 0.06
11191, 26.10, 23.90, -0.83, 1.38, 10.35, -0.04, 0.12, -0.00
11201, 26.10, 23.90, 1.64, -3.69, 9.98, -0.02, 0.04, -0.01
11211, 26.10, 23.90, -0.18, 1.67, 9.44, -0.02, 0.08, 0.02
11221, 26.10, 23.90, 0.40, -2.01, 9.55, -0.08, 0.01, -0.12
11231, 26.10, 23.90, 0.73, 3.64, 8.56, -0.04, 0.08, 0.06
11241, 26.10, 23.90, 1.36, -1.51, 10.00, -0.04, 0.10, -0.03
11251, 26.10, 23.90, 1.26, -0.89, 10.25, -0.03, 0.01, -0.02
11261, 26.10, 23.90, -1.23, 3.88, 8.66, -0.03, 0.06, -0.00
11271, 26.10, 23.90, 1.04, -2.94, 10.16, -0.11, 0.07, -0.11
11281, 26.10, 23.90, 1.42, 2.68, 9.86, -0.01, 0.09, 0.08
11291, 26.10, 23.90, 3.45, -2.60, 8.47, -0.03, 0.07, -0.02
11301, 26.10, 23.90, 1.02, -1.57, 8.41, -0.04, 0.03, -0.00
11311, 26.10, 23.90, 0.19, 5.27, 8.76, -0.06, 0.11, -0.00
11321, 26.10, 23.90, 3.40, -3.14, 9.67, -0.06, 0.06, -0.04
11331, 26.10, 23.90, 0.95, 2.15, 8.36, 0.01, 0.07, 0.07
11341, 26.10, 23.90, 0.67, -5.28, 10.09, -0.04, 0.03, -0.03
11351, 26.10, 23.90, -0.25, -0.21, 10.17, -0.03, 0.03, 0.02
11361, 26.10, 23.90, 0.21, 4.86, 10.04, -0.05, 0.10, 0.01
11371, 26.10, 23.90, 2.32, -5.61, 9.47, -0.02, 0.07, 0.01
11381, 26.10, 23.90, 0.88, 1.67, 8.73, 0.01, 0.05, 0.04
11391, 26.10, 23.90, 0.54, -3.72, 10.50, -0.08, 0.04, -0.07
11401, 26.10, 23.90, -0.12, 0.87, 8.66, -0.04, 0.06, 0.02
11411, 26.10, 23.90, -0.54, 2.55, 8.97, -0.05, 0.09, 0.01
11421, 26.10, 23.90, 1.08, -6.94, 10.33, -0.02, 0.02, 0.01
11431, 26.10, 23.90, -1.23, 4.28, 9.05, -0.03, 0.04, -0.03
11441, 26.10, 23.90, 0.09, -1.80, 9.83, -0.09, 0.04, -0.08
11451, 26.10, 23.90, 1.12, 1.70, 8.53, -0.05, 0.09, 0.03
11461, 26.10, 23.90, 1.29, 0.79, 9.87, -0.03, 0.10, -0.04
11471, 26.10, 23.90, 0.82, -4.20, 9.67, -0.02, 0.00, 0.03
11481, 26.10, 23.90, -2.15, 4.18, 9.20, -0.02, 0.05, -0.06
11491, 26.10, 23.90, 0.90, -2.16, 10.69, -0.08, 0.08, -0.07
11501, 26.10, 23.90, 2.67, 1.41, 8.38, -0.04, 0.10, 0.07
11511, 26.10, 23.90, 1.88, -1.09, 7.86, -0.03, 0.06, -0.05
11521, 26.10, 23.90, 1.38, -2.30, 9.42, -0.03, 0.03, 0.02
11531, 26.10, 23.90, 0.38, 5.79, 9.07, -0.07, 0.12, -0.05
11541, 26.10, 23.90, 2.48, -2.42, 9.73, -0.06, 0.08, -0.02
11551, 26.10, 23.90, -0.01, -2.21, 8.72, 0.01, 0.05, 0.10
11561, 26.10, 23.90, -0.19, -2.20, 10.64, -0.03, 0.03, -0.06
11571, 26.10, 23.90, 0.37, 0.34, 10.72, -0.02, 0.05, 0.06
11581, 26.10, 23.90, 1.05, 3.12, 8.22, -0.05, 0.12, -0.03
11591, 26.10, 23.90, 1.08, -3.55, 10.47, -0.04, 0.06, 0.00
11601, 26.10, 23.90, 0.49, -0.78, 9.67, 0.01, 0.07, 0.08
11611, 26.10, 23.90, 0.23, -3.01, 9.87, -0.05, 0.02, -0.10
11621, 26.10, 23.90, -1.41, 0.93, 10.03, -0.03, 0.04, 0.05
11631, 26.10, 23.90, -0.20, 0.36, 8.34, -0.04, 0.10, -0.02
11641, 26.10, 23.90, 1.31, -2.97, 10.46, -0.01, 0.03, -0.02
11651, 26.10, 23.90, -0.72, 1.82, 10.08, -0.03, 0.08, 0.03
11661, 26.10, 23.90, 0.86, -3.03, 8.59, -0.10, 0.04, -0.14
11671, 26.10, 23.90, -0.19, 2.97, 8.93, -0.02, 0.07, 0.06
11681, 26.10, 23.90, 1.43, -1.53, 9.68, -0.04, 0.10, -0.01
11691, 26.10, 23.90, 1.86, -0.85, 10.02, -0.02, 0.04, -0.01
11701, 26.10, 23.90, -0.97, 3.80, 9.06, -0.07, 0.08, -0.03
11711, 26.10, 23.90, 1.06, -2.82, 9.50, -0.08, 0.04, -0.10
11721, 26.10, 23.90, -0.13, 2.28, 10.20, 0.02, 0.07, 0.09
11731, 26.10, 23.90, 2.66, -3.85, 10.31, -0.01, 0.05, -0.01
11741, 26.10, 23.90, 1.46, -0.32, 8.43, -0.03, 0.04, -0.00
11751, 26.10, 23.90, 0.37, 4.06, 8.89, -0.06, 0.12, -0.00
11761, 26.10, 23.90, 3.08, -4.67, 9.55, -0.03, 0.04, 0.01
11771, 26.10, 23.90, 0.26, 1.53, 9.06, 0.02, 0.06, 0.07
11781, 26.10, 23.90, -0.10, -4.63, 9.34, -0.05, 0.03, -0.05
11791, 26.10, 23.90, -0.39, 0.47, 9.14, -0.03, 0.04, 0.03
11801, 26.10, 23.90, -0.69, 3.65, 11.17, -0.05, 0.09, -0.01
11811, 26.10, 23.90, 1.76, -5.81, 10.27, -0.03, 0.03, 0.02
11821, 26.10, 23.90, -1.29, 2.60, 8.47, -0.01, 0.08, -0.00
11831, 26.10, 23.90, -0.68, -2.75, 10.22, -0.10, 0.04, -0.08
11841, 26.10, 23.90, 0.16, 1.78, 9.41, -0.05, 0.06, 0.02
11851, 26.10, 23.90, 1.03, 2.29, 9.65, -0.03, 0.09, -0.04
11861, 26.10, 23.90, 1.31, -4.59, 9.58, -0.02, 0.03, 0.03
11871, 26.10, 23.90, -1.28, 4.37, 8.56, -0.05, 0.07, -0.08
11881, 26.10, 23.90, 1.06, -1.59, 10.38, -0.09, 0.05, -0.08
11891, 26.10, 23.90, 1.28, 1.16, 9.88, 0.00, 0.08, 0.08
11901, 26.10, 23.90, 2.04, -1.28, 8.50, -0.03, 0.05, -0.05
11911, 26.10, 23.90, 0.80, -2.21, 8.59, -0.04, 0.05, 0.04
11921, 26.10, 23.90, 0.46, 4.62, 7.96, -0.06, 0.08, -0.05
11931, 26.10, 23.90, 3.16, -2.64, 9.44, -0.03, 0.07, 0.00
11941, 26.10, 23.90, 1.16, -1.21, 8.65, 0.01, 0.08, 0.10
11951, 26.10, 23.90, -0.40, -2.92, 8.54, -0.06, 0.03, -0.08
11961, 26.10, 23.90, -0.71, -0.38, 10.07, -0.02, 0.03, 0.06
11971, 26.10, 23.90, -0.37, 2.14, 10.28, -0.04, 0.10, -0.03
11981, 26.10, 23.90, 2.78, -1.98, 9.60, -0.01, 0.07, 0.01
11991, 26.10, 23.90, 0.12, 0.25, 8.69, -0.03, 0.08, 0.04
12001, 26.10, 23.90, -0.46, -2.89, 9.04, -0.08, 0.03, -0.13
12011, 26.10, 23.90, -0.68, 3.05, 10.10, -0.03, 0.06, 0.06
12021, 26.10, 23.90, 0.82, 0.35, 10.75, -0.04, 0.10, -0.02
12031, 26.10, 23.90, 1.43, -1.65, 9.51, -0.03, 0.04, 0.01
12041, 26.10, 23.90, -0.96, 2.19, 8.63, -0.06, 0.09, -0.03
12051, 26.10, 23.90, 1.17, -2.04, 9.65, -0.07, 0.02, -0.10
12061, 26.10, 23.90, 0.50, 3.50, 10.52, 0.01, 0.06, 0.09
12071, 26.10, 23.90, 2.48, -4.40, 9.56, -0.03, 0.06, -0.02
12081, 26.10, 23.90, 0.91, -1.64, 9.02, -0.05, 0.02, 0.01
12091, 26.10, 23.90, 0.04, 4.28, 8.47, -0.05, 0.08, -0.00
12101, 26.10, 23.90, 3.33, -3.48, 9.67, -0.03, 0.07, -0.02
12111, 26.10, 23.90, 0.94, 2.07, 9.07, 0.02, 0.09, 0.09
12121, 26.10, 23.90, -0.59, -7.11, 9.58, -0.08, 0.03, -0.06
12131, 26.10, 23.90, -1.92, 0.16, 9.71, -0.02, 0.02, -0.01
12141, 26.10, 23.90, 0.17, 4.37, 9.30, -0.03, 0.09, -0.01
12151, 26.10, 23.90, 2.84, -4.00, 10.49, -0.02, 0.06, 0.02
12161, 26.10, 23.90, -1.15, 1.80, 9.47, -0.04, 0.08, -0.01
12171, 26.10, 23.90, -0.64, -5.80, 9.76, -0.10, 0.03, -0.09
12181, 26.10, 23.90, -1.51, 3.26, 9.60, -0.02, 0.04, -0.00
12191, 26.10, 23.90, 0.85, 4.49, 10.09, -0.04, 0.10, -0.01
12201, 26.10, 23.90, 2.64, -4.42, 8.88, -0.03, 0.08, 0.03
12211, 26.10, 23.90, -0.06, 2.67, 8.54, -0.05, 0.07, -0.06
12221, 26.10, 23.90, 0.86, -3.50, 10.38, -0.08, 0.03, -0.09
12231, 26.10, 23.90, 0.85, 3.38, 9.12, -0.01, 0.04, 0.05
12241, 26.10, 23.90, 2.81, 0.77, 8.39, -0.02, 0.10, 0.00
12251, 26.10, 23.90, 2.08, -5.20, 8.68, -0.05, 0.06, 0.05
12261, 26.10, 23.90, 0.09, 4.33, 8.45, -0.05, 0.08, -0.06
12271, 26.10, 23.90, 1.80, -2.31, 9.29, -0.05, 0.02, -0.03
12281, 26.10, 23.90, 0.52, 1.85, 9.13, -0.00, 0.10, 0.08
12291, 26.10, 23.90, 1.35, -2.60, 10.29, -0.04, 0.05, -0.03
12301, 26.10, 23.90, 0.01, -3.07, 10.76, -0.03, 0.02, 0.05
12311, 26.10, 23.90, -0.40, 4.53, 9.12, -0.03, 0.05, -0.08
12321, 26.10, 23.90, 2.48, -1.89, 9.20, -0.02, 0.06, 0.05
12331, 26.10, 23.90, 1.50, -0.07, 8.76, -0.01, 0.12, 0.07
12341, 26.10, 23.90, -0.81, -5.45, 10.07, -0.08, 0.03, -0.10
12351, 26.10, 23.90, -0.96, -0.33, 9.09, -0.03, 0.06, 0.04
12361, 26.10, 23.90, -1.51, 3.41, 9.67, -0.02, 0.05, -0.08
12371, 26.10, 23.90, 1.91, -3.13, 11.21, -0.02, 0.04, 0.03
12381, 26.10, 23.90, -1.09, -0.03, 9.52, -0.06, 0.09, -0.00
12391, 26.10, 23.90, -0.27, -3.60, 8.94, -0.07, 0.04, -0.12
12401, 26.10, 23.90, -0.33, 3.09, 8.75, -0.02, 0.06, 0.05
12411, 26.10, 23.90, 1.66, 1.43, 9.15, -0.04, 0.12, -0.02
12421, 26.10, 23.90, 2.19, -1.77, 10.33, -0.03, 0.06, 0.04
12431, 26.10, 23.90, -0.99, 0.57, 8.49, -0.08, 0.08, -0.02
12441, 26.10, 23.90, 0.37, -1.14, 9.72, -0.04, 0.02, -0.09
12451, 26.10, 23.90, -0.17, 4.51, 10.67, 0.01, 0.07, 0.12
12461, 26.10, 23.90, 3.46, -2.88, 10.12, -0.04, 0.06, -0.02
12471, 26.10, 23.90, 1.57, -1.76, 8.36, -0.03, 0.04, 0.03
12481, 26.10, 23.90, 0.76, 2.43, 8.33, -0.04, 0.07, -0.02
12491, 26.10, 23.90, 2.11, -2.09, 9.80, -0.02, 0.06, -0.02
12501, 26.10, 23.90, 1.50, 2.31, 9.24, 0.00, 0.08, 0.10
12511, 26.10, 23.90, -0.07, -7.15, 9.14, -0.09, 0.05, -0.06
12521, 26.10, 23.90, -1.61, -0.35, 10.01, -0.02, 0.05, -0.00
12531, 26.10, 23.90, -1.30, 3.51, 11.12, -0.03, 0.06, -0.02
12541, 26.10, 23.90, 2.49, -3.19, 10.13, -0.01, 0.03, -0.01
12551, 26.10, 23.90, -1.62, 0.96, 9.45, -0.06, 0.10, 0.00
12561, 26.10, 23.90, 0.71, -6.22, 10.74, -0.10, 0.07, -0.11
12571, 26.10, 23.90, -1.07, 3.29, 9.93, -0.03, 0.06, 0.00
12581, 26.10, 23.90, 2.93, 0.54, 8.11, -0.02, 0.07, -0.00
12591, 26.10, 23.90, 1.12, -2.93, 8.34, -0.05, 0.05, 0.03
12601, 26.10, 23.90, 0.46, 3.68, 9.33, -0.06, 0.09, -0.06
12611, 26.10, 23.90, 3.32, -4.98, 9.39, -0.06, 0.05, -0.07
12621, 26.10, 23.90, 0.35, 3.15, 7.87, 0.02, 0.05, 0.05
12631, 26.10, 23.90, -0.09, -1.68, 10.68, -0.04, 0.07, -0.03
12641, 26.10, 23.90, 0.36, -3.00, 10.30, -0.05, 0.05, 0.05
12651, 26.10, 23.90, 0.63, 2.95, 8.48, -0.05, 0.10, -0.06
12661, 26.10, 23.90, 1.79, -4.78, 9.61, -0.04, 0.04, -0.01
12671, 26.10, 23.90, -0.22, 2.75, 9.32, 0.01, 0.05, 0.08
12681, 26.10, 23.90, 0.15, -3.24, 10.32, -0.05, 0.05, -0.04
12691, 26.10, 23.90, -0.84, -2.22, 9.06, -0.03, 0.04, 0.04
12701, 26.10, 23.90, -0.58, 3.42, 8.73, -0.03, 0.09, -0.05
12711, 26.10, 23.90, 1.63, -3.68, 10.52, -0.03, 0.05, 0.05
12721, 26.10, 23.90, -0.19, 1.69, 9.17, -0.02, 0.07, 0.05
12731, 26.10, 23.90, -0.05, -3.18, 8.49, -0.08, 0.05, -0.11
12741, 26.10, 23.90, 0.01, 1.33, 8.98, -0.04, 0.06, 0.05
12751, 26.10, 23.90, 1.60, 3.24, 9.17, -0.01, 0.05, -0.04
12761, 26.10, 23.90, 2.04, -1.87, 9.62, -0.02, 0.04, 0.01
12771, 26.10, 23.90, -0.44, 1.53, 8.51, -0.05, 0.11, -0.01
12781, 26.10, 23.90, 1.36, -2.05, 9.31, -0.10, 0.05, -0.13
12791, 26.10, 23.90, 0.45, 1.19, 10.36, -0.02, 0.05, 0.06
12801, 26.10, 23.90, 1.86, -0.79, 8.59, -0.02, 0.08, -0.04
12811, 26.10, 23.90, 1.35, -0.81, 9.05, -0.04, 0.05, 0.03
12821, 26.10, 23.90, 0.23, 2.15, 9.24, -0.08, 0.10, -0.02
12831, 26.10, 23.90, 3.54, -2.90, 8.42, -0.05, 0.04, -0.09
12841, 26.10, 23.90, 0.21, 2.20, 9.18, 0.01, 0.06, 0.11
12851, 26.10, 23.90, 0.07, -4.04, 9.94, -0.04, 0.06, -0.02
12861, 26.10, 23.90, 0.43, -0.27, 9.77, -0.04, 0.06, 0.02
12871, 26.10, 23.90, -0.13, 0.64, 10.49, -0.05, 0.09, -0.01
